"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"32056"	"NC_035780.1"	2690333	2690333	"+"	1.23773838029932e-123	4.32667530296937e-121	-76.738310668618
"32058"	"NC_035780.1"	2690889	2690889	"+"	5.23544549771899e-102	9.63043567491649e-100	-79.2747157418595
"32064"	"NC_035780.1"	2691188	2691188	"+"	2.29606922154615e-109	5.22002996284658e-107	-75.2677814595053
"32065"	"NC_035780.1"	2691232	2691232	"+"	6.5479501258786e-168	1.23299725257072e-164	-79.5701243851562
"32066"	"NC_035780.1"	2691279	2691279	"+"	6.9112523508498e-251	2.67718232317113e-245	-82.6468809636393
"32067"	"NC_035780.1"	2691282	2691282	"+"	1.63178259981811e-199	1.56903426388462e-195	-78.0302677532014
"32070"	"NC_035780.1"	2691640	2691640	"+"	7.27528811979399e-140	4.41131062968733e-137	-77.8268087163
"32073"	"NC_035780.1"	2691670	2691670	"+"	8.93169326996728e-166	1.54260020928293e-162	-80.3965052177948
"32075"	"NC_035780.1"	2691881	2691881	"+"	2.05158462041264e-103	3.93005654680541e-101	-84.6159762663443
"32076"	"NC_035780.1"	2691890	2691890	"+"	1.87539179358094e-93	2.72637658112941e-91	-82.9194382852919
"32077"	"NC_035780.1"	2691941	2691941	"+"	6.69325180682642e-102	1.22745534158133e-99	-85.137152453816
"32079"	"NC_035780.1"	2692295	2692295	"+"	1.26159892849698e-138	7.30337605353624e-136	-79.9452200642248
"32080"	"NC_035780.1"	2692346	2692346	"+"	1.22433747563245e-179	4.06348185291369e-176	-81.937241909152
"32082"	"NC_035780.1"	2692444	2692444	"+"	1.59160537384385e-125	5.92739137539061e-123	-75.1519354431976
"32088"	"NC_035780.1"	2693503	2693503	"+"	1.31319797741694e-68	9.71414029577752e-67	-81.9753086419753
"32090"	"NC_035780.1"	2693525	2693525	"+"	4.16376292400808e-47	1.65520128702437e-45	-76.1908831908832
"32126"	"NC_035780.1"	2696730	2696730	"+"	6.66077210617427e-117	1.89836914227289e-114	-75.971181556196
"32132"	"NC_035780.1"	2697672	2697672	"+"	7.37982635523708e-110	1.70305045500691e-107	-75.758813879345
"32180"	"NC_035780.1"	2700851	2700851	"+"	1.3221175341358e-119	4.07395133832562e-117	-77.3364085461827
"32184"	"NC_035780.1"	2701183	2701183	"+"	9.96549401563566e-146	7.45846982086001e-143	-75.7669009301229
"32185"	"NC_035780.1"	2701235	2701235	"+"	1.08505115805957e-172	2.55176188176009e-169	-78.4216113532238
"32187"	"NC_035780.1"	2701310	2701310	"+"	2.62358125552301e-180	8.98232109499477e-177	-83.0546265328874
"32188"	"NC_035780.1"	2701330	2701330	"+"	3.92853415486203e-128	1.59205747259657e-125	-78.3120508143036
"32189"	"NC_035780.1"	2701332	2701332	"+"	3.82957462499192e-123	1.31912116797942e-120	-77.3603070088278
"32190"	"NC_035780.1"	2701355	2701355	"+"	1.44750503176502e-134	7.24169173318805e-132	-78.3733576519066
"32191"	"NC_035780.1"	2701380	2701380	"+"	3.85680209423242e-108	8.47277870382245e-106	-77.4168306736538
"32192"	"NC_035780.1"	2701392	2701392	"+"	2.98640347988816e-121	9.7142665330061e-119	-79.398935218325
"32193"	"NC_035780.1"	2701410	2701410	"+"	5.55755590117274e-114	1.447751652707e-111	-76.9628702544848
"32196"	"NC_035780.1"	2701631	2701631	"+"	2.69750555765865e-75	2.39975344386329e-73	-75.8823529411765
"32209"	"NC_035780.1"	2702372	2702372	"+"	2.14624671258945e-102	3.99264338374053e-100	-77.9491665244353
"32267"	"NC_035780.1"	2705849	2705849	"+"	5.55456190851736e-125	2.03040287974381e-122	-77.9174582642791
"32268"	"NC_035780.1"	2705928	2705928	"+"	2.13363246950534e-137	1.1802269925814e-134	-76.0969265006616
"32269"	"NC_035780.1"	2705948	2705948	"+"	1.89847262035236e-153	1.92585957671551e-150	-79.9704900209676
"32271"	"NC_035780.1"	2705961	2705961	"+"	1.80696799922777e-139	1.08041948555953e-136	-77.9099195406488
"32330"	"NC_035780.1"	2710717	2710717	"+"	2.63165757566569e-107	5.65085344857529e-105	-77.8903903903904
"32331"	"NC_035780.1"	2710733	2710733	"+"	2.04892463925096e-129	8.65117150912778e-127	-83.5916584472312
"32332"	"NC_035780.1"	2710788	2710788	"+"	1.69994501834696e-94	2.54135137281003e-92	-81.3173207874211
"32333"	"NC_035780.1"	2710894	2710894	"+"	6.72522748828784e-116	1.85776881248176e-113	-76.3352105122017
"32353"	"NC_035780.1"	2711706	2711706	"+"	3.95819128475319e-111	9.44628906870811e-109	-75.7189454469282
"32361"	"NC_035780.1"	2712002	2712002	"+"	6.47051555662603e-157	7.62171674501732e-154	-81.856783748896
"32430"	"NC_035780.1"	2717100	2717100	"+"	1.56562509138153e-83	1.73972894129959e-81	-77.5844452458228
"32431"	"NC_035780.1"	2717548	2717548	"+"	5.98244399545082e-127	2.33205241021412e-124	-78.3118011073716
"32434"	"NC_035780.1"	2717626	2717626	"+"	5.51884584689739e-121	1.77748928774963e-118	-79.1121951219512
"32449"	"NC_035780.1"	2718284	2718284	"+"	1.01628903718055e-161	1.45960213180288e-158	-75.7435448212572
"32463"	"NC_035780.1"	2720029	2720029	"+"	2.86529849376239e-55	1.45315324337996e-53	-81.2902093812142
"32464"	"NC_035780.1"	2720091	2720091	"+"	8.03724520020134e-81	8.29406057591322e-79	-87.9437511640901
"32465"	"NC_035780.1"	2720110	2720110	"+"	1.0232196801228e-112	2.56781275322575e-110	-84.4382669022417
"32470"	"NC_035780.1"	2720561	2720561	"+"	1.31804462033594e-107	2.8550545058964e-105	-80.9008522752004
"32471"	"NC_035780.1"	2720580	2720580	"+"	9.2539018080142e-108	2.01094014331016e-105	-80.0821389657196
"32472"	"NC_035780.1"	2720584	2720584	"+"	1.34720900455322e-98	2.25232024889599e-96	-78.4394646862017
"32473"	"NC_035780.1"	2720603	2720603	"+"	1.42713266819861e-138	8.24404778603837e-136	-84.2212557760261
"32488"	"NC_035780.1"	2721615	2721615	"+"	1.74520996395441e-140	1.07869654465485e-137	-81.6961259280081
"32489"	"NC_035780.1"	2721649	2721649	"+"	1.71543243987234e-138	9.86113672798697e-136	-82.240062878958
"32492"	"NC_035780.1"	2722446	2722446	"+"	1.28487514799587e-178	4.02776440698512e-175	-82.2777637874591
"32493"	"NC_035780.1"	2722527	2722527	"+"	5.25967046085216e-155	5.68883632722942e-152	-83.0440542670759
"32498"	"NC_035780.1"	2722938	2722938	"+"	4.90478588429281e-144	3.44549787744367e-141	-85.7371794871795
"32499"	"NC_035780.1"	2723078	2723078	"+"	3.94984531388872e-144	2.78477458088852e-141	-80.961129093401
"32511"	"NC_035780.1"	2724215	2724215	"+"	1.5924025588782e-128	6.52250041626931e-126	-85.5073992341144
"32537"	"NC_035780.1"	2726442	2726442	"+"	2.43043397659501e-133	1.17035479456119e-130	-77.6692302362641
"32538"	"NC_035780.1"	2726454	2726454	"+"	1.2290590534955e-138	7.11804253753335e-136	-78.632011076363
"32540"	"NC_035780.1"	2726491	2726491	"+"	1.96294977193283e-155	2.1663232891801e-152	-79.5290139792117
"32542"	"NC_035780.1"	2726524	2726524	"+"	2.24194831986459e-151	2.09122038457632e-148	-84.6150529687115
"32549"	"NC_035780.1"	2727010	2727010	"+"	1.40752276094979e-152	1.37882318941107e-149	-79.2622371172058
"32550"	"NC_035780.1"	2727023	2727023	"+"	6.810223478491e-172	1.549188792015e-168	-85.011116497551
"32551"	"NC_035780.1"	2727091	2727091	"+"	4.96874876810389e-94	7.32709430710921e-92	-77.823993769691
"32552"	"NC_035780.1"	2727218	2727218	"+"	4.07427545356142e-118	1.20462794054199e-115	-75.0367647058823
"32557"	"NC_035780.1"	2727814	2727814	"+"	2.45389805311753e-162	3.62412423875468e-159	-79.0027339271541
"32558"	"NC_035780.1"	2727890	2727890	"+"	2.30518328081591e-182	8.70563099769551e-179	-85.7468227207885
"32591"	"NC_035780.1"	2730546	2730546	"+"	2.4032296547978e-127	9.48820864016325e-125	-77.6115485564304
"32593"	"NC_035780.1"	2730915	2730915	"+"	1.05444302149663e-57	5.73811039411715e-56	-79.171814004052
"32595"	"NC_035780.1"	2731096	2731096	"+"	1.7598428923118e-87	2.17945640849111e-85	-79.1909385113269
"32602"	"NC_035780.1"	2731618	2731618	"+"	5.35577619391838e-121	1.72537829934257e-118	-85.104288298189
"32603"	"NC_035780.1"	2731626	2731626	"+"	2.00861111604197e-112	4.99309662750531e-110	-82.0407199066897
"32604"	"NC_035780.1"	2731701	2731701	"+"	4.91125433317145e-110	1.13929005004346e-107	-79.9347117952159
"32606"	"NC_035780.1"	2731883	2731883	"+"	3.46910484083267e-142	2.28428517307087e-139	-78.7745792299331
"32607"	"NC_035780.1"	2731904	2731904	"+"	3.87041903637955e-157	4.59495355141291e-154	-82.313813253761
"32608"	"NC_035780.1"	2731913	2731913	"+"	2.27376210406095e-151	2.12016597197217e-148	-81.275608041497
"32609"	"NC_035780.1"	2731919	2731919	"+"	2.09458249882048e-156	2.41376386501932e-153	-82.0723869188698
"32610"	"NC_035780.1"	2732000	2732000	"+"	5.19087344807952e-135	2.64028614445157e-132	-82.5885719094505
"32611"	"NC_035780.1"	2732044	2732044	"+"	5.42805156308721e-111	1.29019005560575e-108	-82.862254835349
"32612"	"NC_035780.1"	2732054	2732054	"+"	1.14148655095952e-113	2.94922287801984e-111	-84.2750797589507
"32613"	"NC_035780.1"	2732064	2732064	"+"	3.20744345011327e-122	1.07438860412232e-119	-85.5611808797423
"32614"	"NC_035780.1"	2732107	2732107	"+"	1.10108127977549e-126	4.25973475310663e-124	-82.7231216272312
"53312"	"NC_035780.1"	6252882	6252882	"+"	3.29428826880298e-177	9.61535058930368e-174	-76.155778064175
"53318"	"NC_035780.1"	6256429	6256429	"+"	1.46675704014375e-136	7.86474173929394e-134	-75.4337016338163
"53320"	"NC_035780.1"	6256663	6256663	"+"	9.5686825133741e-189	5.18921158316101e-185	-80.6978167720873
"53321"	"NC_035780.1"	6256732	6256732	"+"	4.19141915370271e-126	1.59177661463095e-123	-79.0553575306939
"53324"	"NC_035780.1"	6257209	6257209	"+"	1.71396801152494e-119	5.2639339778959e-117	-77.4130526717057
"53325"	"NC_035780.1"	6258032	6258032	"+"	1.09242230880308e-71	8.81414219678319e-70	-80.2661326787675
"53326"	"NC_035780.1"	6258086	6258086	"+"	4.30502640450079e-104	8.42596933680495e-102	-80.0157037771717
"53327"	"NC_035780.1"	6258439	6258439	"+"	7.35471303287797e-99	1.23883380313772e-96	-81.0138048480017
"54463"	"NC_035780.1"	6443927	6443927	"+"	2.64087665966874e-78	2.54673014986758e-76	-75.2406842203401
"54464"	"NC_035780.1"	6443994	6443994	"+"	1.00476043819685e-116	2.84658691420563e-114	-79.4073520837019
"54465"	"NC_035780.1"	6443999	6443999	"+"	3.04475265273615e-116	8.50435709941718e-114	-79.1408957611304
"54466"	"NC_035780.1"	6444057	6444057	"+"	3.10954245939327e-130	1.34713393962401e-127	-79.6473008058806
"54467"	"NC_035780.1"	6444070	6444070	"+"	6.50247567327287e-134	3.18955385759745e-131	-81.6788152604497
"54468"	"NC_035780.1"	6444095	6444095	"+"	1.42415970315034e-132	6.66153986078966e-130	-83.5429695734664
"54469"	"NC_035780.1"	6444128	6444128	"+"	4.48120270314398e-119	1.36130971822913e-116	-82.5843106365599
"54470"	"NC_035780.1"	6444343	6444343	"+"	2.72800509073162e-187	1.33281978639487e-183	-83.1585047812228
"54471"	"NC_035780.1"	6444357	6444357	"+"	1.35381771011078e-167	2.5143548726898e-164	-80.1860225289545
"65148"	"NC_035780.1"	7579683	7579683	"+"	1.99469080374285e-79	1.98463436596987e-77	-76.2265167658657
"65166"	"NC_035780.1"	7583467	7583467	"+"	1.70113097852906e-67	1.21932829033518e-65	-76.4113597246127
"72822"	"NC_035780.1"	8208411	8208411	"+"	2.44106852202744e-78	2.35555304536507e-76	-75.1516794902213
"72861"	"NC_035780.1"	8216042	8216042	"+"	2.18633027328968e-102	4.06665247691804e-100	-75.8569182389937
"72870"	"NC_035780.1"	8218103	8218103	"+"	3.1401816855142e-91	4.30518324997522e-89	-79.2646714776756
"73207"	"NC_035780.1"	8260777	8260777	"+"	2.77214202039873e-78	2.67160568412341e-76	-75.1222736285525
"73208"	"NC_035780.1"	8260795	8260795	"+"	1.92963688091782e-99	3.30386210438651e-97	-83.1318497248146
"73209"	"NC_035780.1"	8260802	8260802	"+"	8.21758337834511e-95	1.23832785269847e-92	-79.8669381736474
"73210"	"NC_035780.1"	8261014	8261014	"+"	1.39646442931849e-107	3.02130156964116e-105	-85.9671768393878
"73211"	"NC_035780.1"	8261091	8261091	"+"	7.02902380207491e-152	6.68758618693235e-149	-81.8480074142725
"73226"	"NC_035780.1"	8263850	8263850	"+"	6.0839764293447e-129	2.52789884526596e-126	-79.2329711105221
"73227"	"NC_035780.1"	8263888	8263888	"+"	8.50567215393219e-144	5.92743290072141e-141	-81.1997703788748
"73228"	"NC_035780.1"	8263973	8263973	"+"	3.08329442197052e-89	4.00351395708044e-87	-79.4141964105666
"73229"	"NC_035780.1"	8264070	8264070	"+"	3.80079324575577e-107	8.11885882634611e-105	-77.9014752632625
"73230"	"NC_035780.1"	8264374	8264374	"+"	1.66235612591906e-116	4.6773670004097e-114	-79.2592271112461
"73231"	"NC_035780.1"	8264416	8264416	"+"	2.23068401750965e-124	7.9797280011932e-122	-79.5604063639822
"77047"	"NC_035780.1"	8509548	8509548	"+"	1.62731247584237e-58	9.05473942018622e-57	-83.0744575936884
"77302"	"NC_035780.1"	8536339	8536339	"+"	2.67368284150599e-59	1.52119259107341e-57	-78.1784680178994
"77303"	"NC_035780.1"	8536434	8536434	"+"	7.69229625947246e-49	3.221729909137e-47	-75.3130287648054
"77304"	"NC_035780.1"	8536548	8536548	"+"	2.25858809978788e-80	2.30331995247249e-78	-79.8164392462638
"77305"	"NC_035780.1"	8536581	8536581	"+"	1.67492370671678e-93	2.43808048593839e-91	-79.6679132385939
"77306"	"NC_035780.1"	8536627	8536627	"+"	5.2315447130206e-90	6.93335680164459e-88	-83.1396353048585
"77307"	"NC_035780.1"	8536685	8536685	"+"	6.48906402602804e-68	4.70757076195786e-66	-81.0520379711144
"77310"	"NC_035780.1"	8536805	8536805	"+"	4.02514283121117e-48	1.64902726869251e-46	-80.4049126287231
"77327"	"NC_035780.1"	8539089	8539089	"+"	3.96939268621947e-39	1.22391703908225e-37	-76.1845082680592
"77328"	"NC_035780.1"	8539186	8539186	"+"	1.26350681085683e-80	1.29692042290923e-78	-75.2487512487513
"77329"	"NC_035780.1"	8539194	8539194	"+"	2.42298050560647e-77	2.27818485851691e-75	-75.5960591133005
"80636"	"NC_035780.1"	8804139	8804139	"+"	1.10722775937721e-92	1.57585273851895e-90	-77.2855513005333
"80638"	"NC_035780.1"	8804170	8804170	"+"	5.42780939099388e-129	2.25941533468832e-126	-81.3396279093378
"80640"	"NC_035780.1"	8804500	8804500	"+"	1.12842453540655e-101	2.05644933799699e-99	-75.8083754594656
"80641"	"NC_035780.1"	8804522	8804522	"+"	3.38550151333291e-120	1.06262193469809e-117	-80.3821962536518
"80642"	"NC_035780.1"	8804545	8804545	"+"	2.26596166955329e-154	2.38520624974998e-151	-85.6705012038663
"80643"	"NC_035780.1"	8804549	8804549	"+"	2.14401960037472e-143	1.47516824345934e-140	-82.3525578364288
"80644"	"NC_035780.1"	8804651	8804651	"+"	8.83974675537489e-138	4.94318514817259e-135	-85.0782022442087
"80646"	"NC_035780.1"	8804885	8804885	"+"	3.95333712779337e-131	1.77038997546355e-128	-84.7720930232558
"80648"	"NC_035780.1"	8805063	8805063	"+"	3.50957134976717e-126	1.3361996229398e-123	-85.1092213962646
"80649"	"NC_035780.1"	8805188	8805188	"+"	2.80232691537579e-97	4.52113875785827e-95	-86.7424242424242
"80650"	"NC_035780.1"	8805388	8805388	"+"	1.4378387334118e-125	5.36284204986739e-123	-81.723833182057
"80651"	"NC_035780.1"	8805535	8805535	"+"	2.12593926992298e-207	3.39094832025999e-203	-86.6422707312416
"80652"	"NC_035780.1"	8805554	8805554	"+"	1.21280668526182e-222	6.0899967453619e-218	-88.1779575583447
"80653"	"NC_035780.1"	8805600	8805600	"+"	2.70272281235461e-172	6.29063982546871e-169	-84.8935154398349
"80654"	"NC_035780.1"	8805731	8805731	"+"	5.00080757375289e-154	5.20337313539675e-151	-82.6895973534543
"80655"	"NC_035780.1"	8805741	8805741	"+"	4.48236061508171e-165	7.4703074940058e-162	-82.6077097505669
"80656"	"NC_035780.1"	8805924	8805924	"+"	1.05848256476016e-193	7.45490678338176e-190	-85.2487542793958
"80657"	"NC_035780.1"	8806080	8806080	"+"	1.94148473313743e-144	1.38356178142382e-141	-82.2788275769441
"80658"	"NC_035780.1"	8806092	8806092	"+"	2.07561234569819e-142	1.37809688141302e-139	-80.267471958585
"80664"	"NC_035780.1"	8806454	8806454	"+"	6.55355156626455e-168	1.23319563354547e-164	-81.4945664326282
"80665"	"NC_035780.1"	8806653	8806653	"+"	3.58289241112014e-149	3.06377426067075e-146	-85.9403489625617
"80667"	"NC_035780.1"	8806844	8806844	"+"	3.08521405356087e-125	1.13695887374815e-122	-82.7914614121511
"80678"	"NC_035780.1"	8808580	8808580	"+"	2.31559662266701e-46	8.99578706959706e-45	-75.1299376299376
"80796"	"NC_035780.1"	8829039	8829039	"+"	1.02309733955913e-66	7.17642327668149e-65	-85.8739194602572
"81286"	"NC_035780.1"	8878588	8878588	"+"	1.77248465710411e-126	6.809575958719e-124	-76.2804787941481
"81287"	"NC_035780.1"	8878663	8878663	"+"	5.58655051185035e-144	3.91630495942881e-141	-84.7787407449922
"81292"	"NC_035780.1"	8878944	8878944	"+"	8.30416528520476e-70	6.35129422822198e-68	-80.510618881699
"81293"	"NC_035780.1"	8879122	8879122	"+"	2.84276668746349e-114	7.46208401126458e-112	-86.8305643004022
"81294"	"NC_035780.1"	8879134	8879134	"+"	5.88767050790943e-127	2.29576827093529e-124	-88.2173877749817
"81295"	"NC_035780.1"	8879145	8879145	"+"	1.27175730378135e-117	3.70720962029002e-115	-83.9404671557467
"81298"	"NC_035780.1"	8880609	8880609	"+"	3.41849676027173e-162	5.00240663229664e-159	-78.9122322641876
"81312"	"NC_035780.1"	8881903	8881903	"+"	2.52147746214243e-73	2.12597566320914e-71	-86.6298120862219
"81314"	"NC_035780.1"	8882967	8882967	"+"	9.65816934362552e-222	4.51529428208422e-217	-84.4761092842934
"81315"	"NC_035780.1"	8882995	8882995	"+"	2.07816314830407e-258	1.40876607957849e-252	-85.6037296037296
"81318"	"NC_035780.1"	8883878	8883878	"+"	3.31643843212826e-61	1.99147891686914e-59	-78.3683141503047
"81321"	"NC_035780.1"	8885006	8885006	"+"	7.22138957303945e-88	9.03985595586117e-86	-83.3219295244612
"81325"	"NC_035780.1"	8886138	8886138	"+"	1.56621780262544e-94	2.34337236369897e-92	-75.7946896035901
"81326"	"NC_035780.1"	8886539	8886539	"+"	7.04209866149668e-177	2.0249283033039e-173	-77.3607183063785
"81327"	"NC_035780.1"	8886562	8886562	"+"	1.27526192016703e-195	9.99407331452409e-192	-84.2622772707518
"81329"	"NC_035780.1"	8886610	8886610	"+"	8.95737377338552e-188	4.55693386767422e-184	-88.2252624759437
"81330"	"NC_035780.1"	8886618	8886618	"+"	1.12232123779795e-146	8.70990701660667e-144	-82.5909445930274
"81333"	"NC_035780.1"	8887450	8887450	"+"	2.23895525279377e-122	7.54075490827726e-120	-82.1601648383272
