"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"32365"	"NC_035780.1"	2711372	2711372	"+"	1.46911996522206e-46	1.58913767826471e-43	-62.465166130761
"32970"	"NC_035780.1"	2764957	2764957	"+"	1.49692993739275e-83	1.85984460370187e-79	60.3275156216333
"33033"	"NC_035780.1"	2769259	2769259	"+"	5.8822992296061e-93	1.38970329841361e-88	56.9640582383144
"35961"	"NC_035780.1"	2932827	2932827	"+"	3.25713166519627e-68	1.50036025984234e-64	-51.671527685713
"46046"	"NC_035780.1"	4091046	4091046	"+"	2.8512298073062e-33	1.04056463554831e-30	59.0018371096142
"49066"	"NC_035780.1"	5130168	5130168	"+"	1.90763994732003e-23	2.61311536274507e-21	-50.734412470024
"53918"	"NC_035780.1"	6331829	6331829	"+"	1.02322130023548e-78	8.9885600792565e-75	-77.1397783251232
"54383"	"NC_035780.1"	6395903	6395903	"+"	4.43543907468204e-32	1.44414463727473e-29	-57.03125
"54660"	"NC_035780.1"	6439924	6439924	"+"	2.06390865323196e-32	6.956707671726e-30	61.9886243943543
"54665"	"NC_035780.1"	6440046	6440046	"+"	4.82846311086372e-42	3.69422760185592e-39	56.5217391304348
"54710"	"NC_035780.1"	6443039	6443039	"+"	1.33586107778575e-68	6.33117486943186e-65	64.9350649350649
"54996"	"NC_035780.1"	6461266	6461266	"+"	3.8726391664715e-50	5.46714036196472e-47	-56.5899832254972
"55688"	"NC_035780.1"	6575028	6575028	"+"	4.37759597903718e-71	2.42911607301681e-67	56.8484208771979
"55729"	"NC_035780.1"	6582625	6582625	"+"	2.9344867671319e-26	5.44005678752557e-24	55.9159628078643
"55731"	"NC_035780.1"	6582656	6582656	"+"	5.96916329878518e-23	7.75171612750518e-21	50.6557564007527
"55732"	"NC_035780.1"	6582668	6582668	"+"	3.38213417515082e-44	3.05983815523028e-41	70.0854700854701
"55918"	"NC_035780.1"	6606318	6606318	"+"	2.86157408438984e-31	8.65304341454516e-29	66.0377358490566
"55919"	"NC_035780.1"	6607609	6607609	"+"	1.98550921952885e-46	2.13291613022116e-43	50.8038585209003
"60680"	"NC_035780.1"	7225777	7225777	"+"	7.18402945140868e-26	1.28034968309435e-23	52.5463660521053
"62948"	"NC_035780.1"	7386873	7386873	"+"	6.96569475175935e-38	3.78312034879888e-35	53.778269450765
"64790"	"NC_035780.1"	7528589	7528589	"+"	3.34392933231204e-54	6.22574295661117e-51	50.3536727992443
"64925"	"NC_035780.1"	7539951	7539951	"+"	5.959181542747e-33	2.1142028186612e-30	50.4535894779797
"69383"	"NC_035780.1"	7963364	7963364	"+"	2.71469893656874e-21	2.93199771222786e-19	50.3641892369705
"69391"	"NC_035780.1"	7965429	7965429	"+"	1.15972392341458e-62	3.78308091418236e-59	60.4192174709882
"70316"	"NC_035780.1"	8013641	8013641	"+"	1.3919108895574e-52	2.30249546966695e-49	60.5410349315791
"70318"	"NC_035780.1"	8013760	8013760	"+"	1.76409237841098e-29	4.51449375183627e-27	60.4932393829747
"70319"	"NC_035780.1"	8013793	8013793	"+"	3.65781098094691e-35	1.5807880392756e-32	63.4199659946563
"70866"	"NC_035780.1"	8046891	8046891	"+"	6.77539646791198e-51	1.00043690953007e-47	50.5551558089334
"71053"	"NC_035780.1"	8077423	8077423	"+"	1.20445282575035e-73	7.9410432350938e-70	-67.8813559322034
"71058"	"NC_035780.1"	8079359	8079359	"+"	7.6166177495786e-50	1.05426520960196e-46	-58.2784425975101
"71165"	"NC_035780.1"	8094419	8094419	"+"	7.53368275599294e-35	3.16246608078309e-32	51.8483946246077
"72865"	"NC_035780.1"	8192585	8192585	"+"	6.14498335667779e-67	2.6764343500223e-63	55.7072825194796
"80619"	"NC_035780.1"	8802294	8802294	"+"	1.44730396724827e-14	6.74394143089314e-13	51.0905760905761
"80625"	"NC_035780.1"	8803186	8803186	"+"	6.56384563254384e-30	1.74923102477273e-27	-52.1243948824343
"80693"	"NC_035780.1"	8815185	8815185	"+"	1.68688088574831e-57	3.87948104366672e-54	54.550676739062
"80698"	"NC_035780.1"	8815984	8815984	"+"	2.97898384228735e-34	1.18389558632568e-31	57.6778404690784
"80716"	"NC_035780.1"	8817877	8817877	"+"	1.60793835660577e-29	4.13013114893309e-27	51.3339762134362
"80742"	"NC_035780.1"	8820379	8820379	"+"	3.6448576193731e-30	9.95408629442551e-28	61.5062761506276
"80746"	"NC_035780.1"	8820962	8820962	"+"	6.63507097074374e-34	2.55326003013664e-31	52.7865037812682
"81635"	"NC_035780.1"	8934974	8934974	"+"	1.46877808697238e-34	5.99845176972606e-32	-50.393078547585
"83408"	"NC_035780.1"	9098815	9098815	"+"	3.22942918429436e-67	1.4285174672677e-63	-57.0318095130803
"83469"	"NC_035780.1"	9107143	9107143	"+"	2.13862533245868e-95	5.79943617076713e-91	-85.7142857142857
"85544"	"NC_035780.1"	9558431	9558431	"+"	1.95861301908297e-14	8.96044819268059e-13	53.2362459546926
"90081"	"NC_035780.1"	10949624	10949624	"+"	4.24191326842651e-45	4.09931909528038e-42	50.2489083590539
"90368"	"NC_035780.1"	10988172	10988172	"+"	3.72017991531092e-47	4.22024933705085e-44	52.0621603893527
"91407"	"NC_035780.1"	11058885	11058885	"+"	1.39597936028132e-37	7.41255455701844e-35	-51.0424194247724
"92531"	"NC_035780.1"	11163223	11163223	"+"	9.98840348341395e-47	1.09410125633058e-43	-61.0366868050083
"92533"	"NC_035780.1"	11163342	11163342	"+"	1.95185699763e-54	3.69800140274413e-51	-50.4286583339082
"95436"	"NC_035780.1"	11625097	11625097	"+"	1.48952575853687e-28	3.47949052855941e-26	51.8564609614729
"98500"	"NC_035780.1"	12469053	12469053	"+"	5.10863766988406e-56	1.0620934947282e-52	59.6041055718475
"99142"	"NC_035780.1"	12811947	12811947	"+"	1.00161939376944e-18	7.96728170631375e-17	-54.1148710865562
"100144"	"NC_035780.1"	13095532	13095532	"+"	7.95162002797253e-33	2.78590128909924e-30	60.4903511546979
"100152"	"NC_035780.1"	13095676	13095676	"+"	3.705822246793e-25	6.12080436030619e-23	53.1481481481481
"100681"	"NC_035780.1"	13137722	13137722	"+"	9.81681994541915e-30	2.57195460081785e-27	57.0022128889491
"101052"	"NC_035780.1"	13183262	13183262	"+"	2.05847069171307e-81	2.17606357002334e-77	-54.6801823735116
"101766"	"NC_035780.1"	13222549	13222549	"+"	9.74325192920592e-43	7.82300517165013e-40	-54.021585506874
"101767"	"NC_035780.1"	13222555	13222555	"+"	5.72536262801575e-42	4.35373645164236e-39	-53.2196608877882
"101768"	"NC_035780.1"	13222562	13222562	"+"	4.27983992555888e-64	1.53764721898514e-60	-59.1749644381223
"101769"	"NC_035780.1"	13222588	13222588	"+"	5.64986833540383e-94	1.42090665521843e-89	-65.6204208955492
"101770"	"NC_035780.1"	13222605	13222605	"+"	5.22206797119232e-54	9.57386089816899e-51	-50.6359761295823
"101774"	"NC_035780.1"	13222639	13222639	"+"	1.17618743717229e-46	1.28071480270638e-43	-51.5707376881684
"101775"	"NC_035780.1"	13222651	13222651	"+"	6.0537509000456e-46	6.27827052254571e-43	-50.7878151260504
"101777"	"NC_035780.1"	13222666	13222666	"+"	1.95878744694055e-46	2.10711385727905e-43	-53.0021282875829
"101778"	"NC_035780.1"	13222684	13222684	"+"	1.66703810034631e-45	1.67322050819623e-42	-53.7709738799516
"101783"	"NC_035780.1"	13222941	13222941	"+"	9.05312703968409e-31	2.61507798896939e-28	-60.4493207941484
"101784"	"NC_035780.1"	13222997	13222997	"+"	8.84938856070411e-43	7.13101263619748e-40	-54.0669910475395
"101788"	"NC_035780.1"	13223045	13223045	"+"	6.31083646033766e-71	3.45642187678517e-67	-52.7198899291923
"101790"	"NC_035780.1"	13223083	13223083	"+"	3.32301957609691e-72	2.00056214351373e-68	-51.7750216393754
"107902"	"NC_035780.1"	14530147	14530147	"+"	5.15399053163812e-30	1.38666520134237e-27	51.8544366899302
"107966"	"NC_035780.1"	14550009	14550009	"+"	1.91656503108223e-21	2.10482163365611e-19	50.6463146314631
"110637"	"NC_035780.1"	15504177	15504177	"+"	8.06063831303024e-32	2.55824174317191e-29	52.6918671248568
"110642"	"NC_035780.1"	15504591	15504591	"+"	3.15866998625705e-34	1.25227358003662e-31	53.0120748864518
"110646"	"NC_035780.1"	15504777	15504777	"+"	3.32298893390214e-47	3.78481239774357e-44	55.3483553483553
"113991"	"NC_035780.1"	15742171	15742171	"+"	2.40642090600349e-57	5.46973627202603e-54	58.1069191768565
"115393"	"NC_035780.1"	15843905	15843905	"+"	3.10117716439334e-35	1.34694865067336e-32	50.8510470377775
"115436"	"NC_035780.1"	15852380	15852380	"+"	7.65912009072588e-26	1.36082154096488e-23	55.3632619154754
"115603"	"NC_035780.1"	15951268	15951268	"+"	2.13326664305232e-25	3.61144367946947e-23	51.318795430945
"116975"	"NC_035780.1"	16299092	16299092	"+"	1.07076495608833e-63	3.75191550230293e-60	51.8201284796574
"117573"	"NC_035780.1"	16358948	16358948	"+"	2.38277013901232e-65	9.27680738081749e-62	52.7037197527767
"118989"	"NC_035780.1"	16456028	16456028	"+"	3.29901998381968e-39	2.00703640863274e-36	63.0058979052268
"127837"	"NC_035780.1"	17486896	17486896	"+"	3.98964495249807e-32	1.30417172501226e-29	-53.708490753629
"127900"	"NC_035780.1"	17495694	17495694	"+"	2.21704530954113e-35	9.74888053190276e-33	-57.4249280131633
"127958"	"NC_035780.1"	17498883	17498883	"+"	6.28000213812661e-46	6.50210128748251e-43	62.6470588235294
"127997"	"NC_035780.1"	17503116	17503116	"+"	2.34904753235776e-27	4.87428172098133e-25	-54.2534901313527
"128006"	"NC_035780.1"	17503752	17503752	"+"	2.07567830158409e-55	4.13085504350008e-52	60.0889410154914
"128071"	"NC_035780.1"	17509686	17509686	"+"	9.65265568129465e-61	2.75155627359668e-57	-51.6779220779221
"128264"	"NC_035780.1"	17536233	17536233	"+"	1.25504134767132e-46	1.36562278541315e-43	51.1635638297872
"128273"	"NC_035780.1"	17536842	17536842	"+"	2.83897096282064e-30	7.8286279301805e-28	50.6213716852884
"129822"	"NC_035780.1"	17735693	17735693	"+"	1.90061355134739e-34	7.68656005660587e-32	61.669616519174
"129985"	"NC_035780.1"	17751618	17751618	"+"	3.86052627625288e-53	6.68098709031748e-50	-55.2597402597403
"130478"	"NC_035780.1"	17834558	17834558	"+"	6.83236624663819e-44	6.03936765196237e-41	54.4394011785316
"130945"	"NC_035780.1"	17880043	17880043	"+"	3.05089599097884e-34	1.21123976223133e-31	52.7013542409123
"132103"	"NC_035780.1"	18380979	18380979	"+"	7.43184528695899e-31	2.16520721763926e-28	-57.8867408560902
"132955"	"NC_035780.1"	18862091	18862091	"+"	8.94862540490325e-36	4.06740872337708e-33	64.3790849673203
"132989"	"NC_035780.1"	18867383	18867383	"+"	1.39248833691113e-52	2.30249546966695e-49	-55.109126984127
"133317"	"NC_035780.1"	18966997	18966997	"+"	1.99070521623779e-36	9.53765456997579e-34	-52.4049513704686
"133427"	"NC_035780.1"	19109482	19109482	"+"	8.52199675226656e-58	2.00422625364131e-54	81.4278465201608
"136264"	"NC_035780.1"	19444900	19444900	"+"	1.22203003772944e-27	2.60915266626765e-25	-53.1531531531532
"137059"	"NC_035780.1"	19478880	19478880	"+"	3.7784444134851e-46	3.9673954836227e-43	-56.1424994851897
"137067"	"NC_035780.1"	19479461	19479461	"+"	1.78487465367404e-26	3.38492585907952e-24	-50.3340517241379
"140122"	"NC_035780.1"	19726850	19726850	"+"	6.22532677998898e-74	4.16605638061905e-70	77.4365588399331
"140134"	"NC_035780.1"	19727326	19727326	"+"	6.2046813647038e-56	1.27887901770963e-52	-55.3107606679035
"140146"	"NC_035780.1"	19728735	19728735	"+"	3.99982072173359e-55	7.83513292947957e-52	-51.5886785747881
"140200"	"NC_035780.1"	19734460	19734460	"+"	1.30175985497764e-44	1.21580342241796e-41	-63.8997078870497
"143996"	"NC_035780.1"	19956870	19956870	"+"	4.41549684809107e-35	1.89354057342797e-32	55.5194805194805
"144048"	"NC_035780.1"	19961304	19961304	"+"	9.41575739013572e-48	1.12416741730785e-44	-57.3863636363636
"144229"	"NC_035780.1"	19975520	19975520	"+"	4.82751352510058e-37	2.44831849088126e-34	-52.8791565287916
"144230"	"NC_035780.1"	19975523	19975523	"+"	2.15361519202165e-40	1.43813657673467e-37	-53.3661740558292
"144239"	"NC_035780.1"	19975855	19975855	"+"	6.09847182916936e-53	1.03585090919899e-49	-63.5466620665862
"144247"	"NC_035780.1"	19976608	19976608	"+"	2.88013187835284e-114	2.64169311021319e-109	-74.7368997027012
"145779"	"NC_035780.1"	20273772	20273772	"+"	1.36748531980414e-36	6.667501532139e-34	-52.6538512882125
"148671"	"NC_035780.1"	20541718	20541718	"+"	8.06056568554594e-43	6.53080199479097e-40	-50.7263687119802
"149081"	"NC_035780.1"	20574114	20574114	"+"	1.91942875775545e-50	2.75842493433198e-47	-67.4315443592552
"149099"	"NC_035780.1"	20576685	20576685	"+"	4.39395009664012e-73	2.81368234434451e-69	-51.6121384542437
"149102"	"NC_035780.1"	20576720	20576720	"+"	1.03652126949569e-100	4.09166466313207e-96	-57.0164208743687
"149103"	"NC_035780.1"	20576860	20576860	"+"	5.17208189743862e-65	1.98391816522287e-61	65.1478958388629
"149988"	"NC_035780.1"	20642654	20642654	"+"	3.03707782320936e-84	3.9628435409149e-80	53.8905472636816
"151355"	"NC_035780.1"	20870246	20870246	"+"	1.09262280768257e-49	1.49315030802439e-46	50.1440922190202
"155728"	"NC_035780.1"	21976443	21976443	"+"	6.01408499460616e-47	6.69584449685381e-44	52.0916730328495
"155892"	"NC_035780.1"	21993109	21993109	"+"	1.43231587110452e-29	3.69760722213053e-27	68.0151706700379
"156108"	"NC_035780.1"	22028663	22028663	"+"	1.18942024370623e-40	8.12181739041911e-38	56.1058201058201
"156109"	"NC_035780.1"	22028674	22028674	"+"	1.3926897103617e-50	2.01724776751694e-47	50.1013487175489
"156224"	"NC_035780.1"	22111884	22111884	"+"	1.72644483773156e-55	3.45346849047745e-52	66.8299129353234
"156376"	"NC_035780.1"	22177821	22177821	"+"	1.67213075933294e-49	2.25251736133932e-46	59.0023170233065
"156377"	"NC_035780.1"	22177852	22177852	"+"	5.98699560087937e-28	1.31910283644557e-25	58.0860805860806
"156389"	"NC_035780.1"	22184775	22184775	"+"	1.59215588633435e-47	1.86380414282388e-44	66.5649511120662
"156400"	"NC_035780.1"	22191541	22191541	"+"	1.24094388813658e-26	2.39193501189825e-24	52.195685670262
"156448"	"NC_035780.1"	22242779	22242779	"+"	2.89949187644456e-45	2.84075751423061e-42	57.4666945665062
"157435"	"NC_035780.1"	22425662	22425662	"+"	7.44339959515766e-38	4.0334336107285e-35	-56.0659292995012
"157546"	"NC_035780.1"	22513226	22513226	"+"	4.4586525330818e-29	1.09638929445224e-26	-65.5898762836581
"159067"	"NC_035780.1"	22638475	22638475	"+"	5.52400035142183e-36	2.56007138688982e-33	-51.6280494028784
"159521"	"NC_035780.1"	22684918	22684918	"+"	1.41121897652782e-51	2.18733517901933e-48	-58.5156433780287
"159522"	"NC_035780.1"	22687275	22687275	"+"	5.78723762686554e-35	2.45546010547257e-32	-67.2727272727273
"159619"	"NC_035780.1"	22712876	22712876	"+"	3.01956390160851e-61	8.89195325884347e-58	50.8001182099988
"159623"	"NC_035780.1"	22713965	22713965	"+"	1.9153886978143e-51	2.93811268517384e-48	57.2806447419732
"159626"	"NC_035780.1"	22714010	22714010	"+"	3.65196389643286e-79	3.30108180456891e-75	67.370368812818
"159628"	"NC_035780.1"	22714401	22714401	"+"	1.2833140676364e-102	5.97320003184937e-98	61.4050613258811
"159682"	"NC_035780.1"	22719551	22719551	"+"	2.4125416151621e-110	1.79132517512589e-105	-56.3751102460387
"159730"	"NC_035780.1"	22726444	22726444	"+"	3.42112874462733e-41	2.44642686775099e-38	53.1110162775102
"159758"	"NC_035780.1"	22732705	22732705	"+"	1.20966393311845e-39	7.62864389625451e-37	-51.7190696264869
"159759"	"NC_035780.1"	22732754	22732754	"+"	5.87910170862339e-86	8.81447692181041e-82	-62.7727203125695
"159765"	"NC_035780.1"	22733834	22733834	"+"	1.16251743019815e-97	3.55425192961826e-93	-71.8201754385965
"159768"	"NC_035780.1"	22733866	22733866	"+"	1.44354180453585e-41	1.05947701866491e-38	-54.2838260033646
"164109"	"NC_035780.1"	23232585	23232585	"+"	1.53548510589427e-23	2.12564705578652e-21	-50.0242391597091
"166337"	"NC_035780.1"	23640919	23640919	"+"	1.94389054248119e-24	2.97670843991251e-22	54.1390561404689
"166391"	"NC_035780.1"	23645236	23645236	"+"	2.73554645693269e-37	1.41991738670041e-34	65.7407407407407
"166444"	"NC_035780.1"	23651604	23651604	"+"	9.29051733395817e-32	2.93186490435658e-29	52.010100338893
"166445"	"NC_035780.1"	23651616	23651616	"+"	9.52847268376412e-24	1.35146942007913e-21	51.2509135885759
"166449"	"NC_035780.1"	23652169	23652169	"+"	4.59424281597073e-32	1.49288844474124e-29	50.8960573476703
"166544"	"NC_035780.1"	23665910	23665910	"+"	7.48145828919702e-45	7.10880479285571e-42	-52.5112853409361
"172449"	"NC_035780.1"	24207305	24207305	"+"	6.68446546497398e-56	1.37413692383598e-52	51.8893579024272
"172520"	"NC_035780.1"	24213318	24213318	"+"	1.99342909894441e-132	6.2165538495867e-127	72.1572774089957
"172705"	"NC_035780.1"	24235333	24235333	"+"	1.97052058578818e-47	2.28734520635788e-44	54.9996561446943
"173307"	"NC_035780.1"	24476859	24476859	"+"	1.21178793857691e-97	3.63364246719775e-93	59.9018582847121
"173308"	"NC_035780.1"	24476864	24476864	"+"	2.49895180228607e-50	3.57151139485728e-47	50.8037892109592
"173326"	"NC_035780.1"	24479843	24479843	"+"	1.43239242464816e-35	6.40606375777359e-33	-51.8775077598607
"173376"	"NC_035780.1"	24483899	24483899	"+"	6.82666543176301e-71	3.71537713013246e-67	-66.0516693640232
"173377"	"NC_035780.1"	24483933	24483933	"+"	2.37363626161983e-38	1.3448834499018e-35	-57.2955974842767
"174207"	"NC_035780.1"	24550147	24550147	"+"	9.52278694539399e-35	3.95854799190061e-32	54.3184544478818
"174247"	"NC_035780.1"	24555303	24555303	"+"	3.38685927849734e-64	1.22386992618945e-60	-56.938303221891
"175838"	"NC_035780.1"	24843446	24843446	"+"	8.96755197975775e-62	2.72302962063948e-58	74.2114869103975
"178784"	"NC_035780.1"	25175396	25175396	"+"	9.5062215743945e-44	8.29473070792596e-41	54.5648095448892
"178828"	"NC_035780.1"	25181734	25181734	"+"	4.05933331431687e-33	1.46145497497756e-30	51.8506443098898
"178885"	"NC_035780.1"	25190575	25190575	"+"	1.39726600999264e-29	3.61071075376097e-27	52.7984560242625
"178980"	"NC_035780.1"	25200076	25200076	"+"	1.77766392063369e-52	2.92080360809689e-49	52.4959320444579
"181417"	"NC_035780.1"	25419792	25419792	"+"	8.18872610009009e-51	1.19890741957607e-47	50.6662308930008
"185856"	"NC_035780.1"	25850756	25850756	"+"	3.283037758638e-70	1.71782343942905e-66	50.9016766852965
"187812"	"NC_035780.1"	25993245	25993245	"+"	2.38313264195549e-36	1.1348073271772e-33	65.5080213903743
"190978"	"NC_035780.1"	26274729	26274729	"+"	4.52100397809016e-24	6.6444476306287e-22	50.0260987576991
"191447"	"NC_035780.1"	26390922	26390922	"+"	3.30774492454619e-39	2.01195193215535e-36	51.2023438450666
"192085"	"NC_035780.1"	26461168	26461168	"+"	5.13870770657882e-62	1.59931901319829e-58	-60.9439839615422
"192307"	"NC_035780.1"	26513498	26513498	"+"	2.42746462966817e-20	2.34285624719343e-18	-52.7930402930403
"192567"	"NC_035780.1"	26613609	26613609	"+"	5.53126436978733e-61	1.5942119564121e-57	-72.8757538271223
"193149"	"NC_035780.1"	26668501	26668501	"+"	6.49664400117763e-40	4.18334330798248e-37	-55.5708488236797
"193150"	"NC_035780.1"	26668514	26668514	"+"	4.49620441889156e-55	8.7744151687712e-52	-62.7181957827119
"193186"	"NC_035780.1"	26669732	26669732	"+"	1.00815814602758e-39	6.39146989256974e-37	53.8018433179724
"200986"	"NC_035780.1"	27337538	27337538	"+"	1.19965909787504e-40	8.18635470703278e-38	54.1066070858602
"202503"	"NC_035780.1"	27523752	27523752	"+"	2.94077892448027e-54	5.49813295164999e-51	52.11828081557
"202534"	"NC_035780.1"	27527286	27527286	"+"	4.65779778403909e-53	7.99859472099348e-50	-56.2914543881573
"202943"	"NC_035780.1"	27560409	27560409	"+"	1.40392257630636e-46	1.51914100993667e-43	50.8930001174298
"203056"	"NC_035780.1"	27573409	27573409	"+"	2.7145491823269e-45	2.67046788084782e-42	-60.1823490682163
"203511"	"NC_035780.1"	27669647	27669647	"+"	5.90812987172596e-40	3.81857761290485e-37	-59.1208791208791
"204493"	"NC_035780.1"	27750248	27750248	"+"	2.41919945285319e-29	6.11470931540496e-27	-56.3200786036296
"205678"	"NC_035780.1"	27853670	27853670	"+"	9.01866391325545e-36	4.09745162115872e-33	-51.7993689416982
"205695"	"NC_035780.1"	27856310	27856310	"+"	3.09623915011722e-45	3.02212582232753e-42	-56.62100456621
"209725"	"NC_035780.1"	28249319	28249319	"+"	1.00703742350145e-14	4.79643992599154e-13	-52.2350270647809
"210977"	"NC_035780.1"	28406291	28406291	"+"	1.69946116325192e-19	1.48122084289745e-17	51.2451861360719
"212149"	"NC_035780.1"	28488630	28488630	"+"	6.4034078615055e-22	7.43373500584008e-20	51.3095535046146
"212198"	"NC_035780.1"	28496460	28496460	"+"	7.55077646628416e-59	1.90050586257553e-55	64.1576335923277
"213272"	"NC_035780.1"	28589886	28589886	"+"	1.19844162438814e-43	1.03556868452112e-40	-58.3863680193955
"214153"	"NC_035780.1"	28896948	28896948	"+"	1.44374216803272e-18	1.12617691548457e-16	51.0803802938634
"215994"	"NC_035780.1"	29272995	29272995	"+"	1.85640031042746e-59	4.85266258610779e-56	-56.9537060564647
"218325"	"NC_035780.1"	29476408	29476408	"+"	4.07832211739332e-43	3.39065316082491e-40	-55.3774485691965
"220970"	"NC_035780.1"	29657746	29657746	"+"	1.79637685636281e-22	2.21766436902263e-20	52.2149810262333
"220978"	"NC_035780.1"	29659189	29659189	"+"	4.46352209656765e-34	1.7443101348872e-31	56.2582033351264
"222263"	"NC_035780.1"	29796107	29796107	"+"	1.12402162556281e-43	9.73961358292549e-41	-53.4255599472991
"224217"	"NC_035780.1"	29973510	29973510	"+"	3.16162789219909e-62	1.00301203228119e-58	65.4202781697238
"224218"	"NC_035780.1"	29973798	29973798	"+"	4.14458206901935e-20	3.8887303811901e-18	-50.9046171660153
"226140"	"NC_035780.1"	30207837	30207837	"+"	3.46832325540049e-83	4.11066631082596e-79	50.5660377358491
"226167"	"NC_035780.1"	30211133	30211133	"+"	1.31731710109947e-53	2.35016204363419e-50	-61.4246356203342
"226351"	"NC_035780.1"	30243423	30243423	"+"	8.1685355775541e-26	1.44786651327646e-23	57.382010782181
"226353"	"NC_035780.1"	30243621	30243621	"+"	1.00314195788184e-17	7.03499357666556e-16	57.3774195978007
"235451"	"NC_035780.1"	31288320	31288320	"+"	9.48208839931506e-36	4.29735615410257e-33	-53.0108524733844
"235535"	"NC_035780.1"	31298493	31298493	"+"	3.5899653817277e-28	8.0786465952726e-26	-52.1070565907523
"235691"	"NC_035780.1"	31322397	31322397	"+"	6.39735832032663e-81	6.56260098465362e-77	70.1746982867753
"237957"	"NC_035780.1"	31552730	31552730	"+"	1.44606180798607e-43	1.24230758683532e-40	63.5094291430761
"243760"	"NC_035780.1"	32149297	32149297	"+"	5.97298103734033e-44	5.30378041368142e-41	53.0588314446911
"243766"	"NC_035780.1"	32149840	32149840	"+"	3.88717481916486e-54	7.1942093899857e-51	50.7239855799203
"243937"	"NC_035780.1"	32170519	32170519	"+"	1.12130953781573e-32	3.86774606941074e-30	-52.1767676767677
"246979"	"NC_035780.1"	32364425	32364425	"+"	3.40887663448363e-67	1.50362929093928e-63	60.9248016327859
"246991"	"NC_035780.1"	32366444	32366444	"+"	1.43801103665592e-40	9.75308835853349e-38	-54.5454545454545
"246997"	"NC_035780.1"	32367813	32367813	"+"	2.79808919806596e-60	7.77017329989972e-57	-58.0645161290323
"247279"	"NC_035780.1"	32389661	32389661	"+"	5.95693598016211e-25	9.62829892100594e-23	52.6905919704216
"247617"	"NC_035780.1"	32413906	32413906	"+"	1.01947934216e-45	1.04204177221309e-42	51.7266015718028
