gene_ids,controls_FPKM_Coeff_of_Var,exposed_FPKM_Coeff_of_Var
gene-LOC111099080,0.370069328426703,1.02999238431846
gene-LOC111099081,0.338592832281119,0.245525283543175
gene-LOC111099082,0.659788749000143,0.759537410483936
gene-LOC111099083,0.723751888341063,0.69226394080428
gene-LOC111099084,1.39768043157871,2.91681547239451
gene-LOC111099085,2.125,2.91681547239451
gene-LOC111099086,NA,2.91681547239451
gene-LOC111099087,0.588260480868705,2.13125095727762
gene-LOC111099088,0.471634356798654,2.06688082568741
gene-LOC111099089,1.54502072494724,2.91681547239451
gene-LOC111099090,0.544441175061446,0.957397355615003
gene-LOC111099091,0.410313151513438,0.26502895681765
gene-LOC111099092,0.275210665190054,0.328195205216801
gene-LOC111099093,1.48973040860474,0.260212634495878
gene-LOC111099094,0.383185340996669,1.36543558895361
gene-LOC111099095,0.270214884999383,0.190148773929496
gene-LOC111099096,1.08442751346742,1.79868283083014
gene-LOC111099097,0.15576272527791,0.420928347068406
gene-LOC111099098,0.68129351781174,1.48505390085572
gene-LOC111099099,0.500914351857357,1.38482127311506
gene-LOC111099100,0.427842411034552,1.58641402567894
gene-LOC111099101,0.118013313554346,0.246837939523135
gene-LOC111099102,0.30779352433249,0.349331794866173
gene-LOC111099103,0.279277101534625,0.769842870301207
gene-LOC111099104,0.167791380562046,0.298664144624867
gene-LOC111099105,0.241195204683587,0.614969243023592
gene-LOC111099106,0.522044347563653,0.346676693815104
gene-LOC111099107,0.38888897049917,1.26292439215035
gene-LOC111099108,1.0120099008429,0.143934071839606
gene-LOC111099109,0.148566898511535,0.463624783303512
gene-LOC111099110,0.547007704185479,0.452354076009391
gene-LOC111099111,0.481462101756379,0.917291821805152
gene-LOC111099112,0.122275729874685,0.337803854624729
gene-LOC111099113,0.685482819927257,2.91681547239451
gene-LOC111099114,0.417765145462357,0.758817937782102
gene-LOC111099115,0.142512756865432,0.322209233057414
gene-LOC111099116,0.434601963303739,1.51340611557085
gene-LOC111099117,0.45915276240812,1.60629398126406
gene-LOC111099118,0.436524185555007,0.741609049925889
gene-LOC111099119,0.49402571104725,0.924226204193783
gene-LOC111099120,0.348628807396224,0.383505767179822
gene-LOC111099121,0.78789759022965,2.11617156851869
gene-LOC111099122,0.201240446401401,0.345908376937161
gene-LOC111099123,0.0726488831351598,0.428134797132955
gene-LOC111099124,0.382142365229427,0.408026460924447
gene-LOC111099125,0.504699645225125,0.406467675983839
gene-LOC111099126,1.72224467171906,2.91681547239451
gene-LOC111099127,0.36663296560957,0.75529905758752
gene-LOC111099128,1.39388552369007,NA
gene-LOC111099129,0.436059428052794,0.874616362219954
gene-LOC111099130,0.637301580282854,1.17552455007792
gene-LOC111099131,1.26966195106671,2.16459576846369
gene-LOC111099132,0.309943526822808,0.346071250282728
gene-LOC111099133,1.06096175249196,1.14122048163551
gene-LOC111099134,2.125,2.91681547239451
gene-LOC111099135,1.15038612750916,1.47264020736063
gene-LOC111099136,0.206793844091881,0.628249841210457
gene-LOC111099137,0.779055021035093,1.63224036557179
gene-LOC111099138,0.437875541007005,0.820929919669889
gene-LOC111099139,0.556707802910706,1.36511334312721
gene-LOC111099140,0.35644361816678,0.369609255594003
gene-LOC111099141,0.62613959121727,0.92536443493078
gene-LOC111099142,0.369811610197559,1.67010344490263
gene-LOC111099143,1.10687241517615,0.145429609162406
gene-LOC111099144,0.982285538273442,NA
gene-LOC111099145,0.486117806602682,0.695412481010318
gene-LOC111099146,0.643804768557695,0.599163502564421
gene-LOC111099147,0.281466597614763,0.258877681493679
gene-LOC111099148,0.475154520525043,0.917304118595808
gene-LOC111099149,0.732823361893853,2.91681547239451
gene-LOC111099150,0.203037015774548,0.734645738559036
gene-LOC111099151,0.504344010632669,0.771402905846213
gene-LOC111099152,0.439385473317647,0.27515401305899
gene-LOC111099153,0.688685091068869,0.649451964077028
gene-LOC111099154,0.517478075500408,1.27415080679243
gene-LOC111099155,0.240614424453744,1.1107116316875
gene-LOC111099156,0.319903226772231,0.263527418746214
gene-LOC111099157,0.391929261916278,0.59609652858544
gene-LOC111099158,0.432654790167475,1.02253438283638
gene-LOC111099159,0.976555427741215,NA
gene-LOC111099160,0.454683597083453,2.91681547239451
gene-LOC111099161,0.605815624097744,1.2453190854019
gene-LOC111099162,0.837089336105755,0.327145438463976
gene-LOC111099163,0.56331613536829,1.68067395563652
gene-LOC111099164,1.23628642526711,1.92630197431222
gene-LOC111099165,0.258127070803425,1.11159628302487
gene-LOC111099166,0.289239818321531,1.13790019434957
gene-LOC111099167,1.27092448245334,2.91681547239451
gene-LOC111099168,0.363700508868068,0.337741990940467
gene-LOC111099169,0.105572258233824,0.402417934379234
gene-LOC111099170,0.279977155079885,2.91681547239451
gene-LOC111099171,0.496102981267341,0.801278973046238
gene-LOC111099172,0.776005326375362,1.03405465766725
gene-LOC111099173,0.213900245070585,1.55555837609906
gene-LOC111099174,0.343538912485002,0.275949296090592
gene-LOC111099175,0.225993864858789,0.18804644015407
gene-LOC111099176,0.361549091426629,1.50128828780859
gene-LOC111099177,2.02007274212446,NA
gene-LOC111099178,0.501621344864724,1.83344952576119
gene-LOC111099179,0.39116526888839,1.81884012517735
gene-LOC111099180,0.334905875411911,0.337252769997857
gene-LOC111099181,0.834502085394614,1.86617071170811
gene-LOC111099182,0.165224840680149,0.293891023850748
gene-LOC111099183,0.356732830558314,0.191739410007385
gene-LOC111099184,0.477318335702889,0.831399658846262
gene-LOC111099185,0.254986725374097,1.29781436786659
gene-LOC111099186,0.381235855699243,1.36604798055373
gene-LOC111099187,0.413565368640028,2.10057208069862
gene-LOC111099188,1.31299625931075,2.91681547239451
gene-LOC111099189,0.932055352573427,1.14144387861264
gene-LOC111099190,0.381697571302973,1.5939414673194
gene-LOC111099191,0.583486513195778,1.58499763023384
gene-LOC111099192,0.400621044719566,0.277507224720167
gene-LOC111099193,0.507011187718219,1.40321562119345
gene-LOC111099194,0.28587938154224,0.982961349164566
gene-LOC111099195,0.544659387796543,1.39620802086682
gene-LOC111099196,0.608620824399823,0.213484139765142
gene-LOC111099197,0.876204301985483,0.596951461156647
gene-LOC111099198,0.72267665177321,2.91681547239451
gene-LOC111099199,0.645228804899186,1.20668292136701
gene-LOC111099200,0.455331457338778,0.306138182419183
gene-LOC111099201,0.931918742309144,1.17629470314485
gene-LOC111099202,0.658285016003871,0.940349239651641
gene-LOC111099203,0.196817871336217,0.233161665964408
gene-LOC111099204,1.46130403503033,NA
gene-LOC111099205,1.69971968472748,1.79808931827742
gene-LOC111099206,0.786528177145177,0.42469269777561
gene-LOC111099207,0.41287500671732,1.16017696079069
gene-LOC111099208,0.576702550217728,1.51994821849357
gene-LOC111099209,1.42265427075582,0.336230295312331
gene-LOC111099210,0.168027504749068,0.60922790173314
gene-LOC111099211,0.144505044996071,0.446887576968615
gene-LOC111099212,0.419109455113325,0.251892621832189
gene-LOC111099213,0.450896086800414,0.798686114548178
gene-LOC111099214,0.742729570618727,0.971910256341466
gene-LOC111099215,0.582024367205397,0.49893529635163
gene-LOC111099216,0.181532586594181,0.130868131237304
gene-LOC111099217,0.641447517916122,0.516244022702984
gene-LOC111099218,0.38416024400203,0.324701257434966
gene-LOC111099219,0.172338871468235,0.14863383281725
gene-LOC111099220,0.202191971368015,0.107224632462296
gene-LOC111099221,0.202931860834008,0.346810811699138
gene-LOC111099222,0.120089829741253,0.622922495651657
gene-LOC111099223,2.125,2.91681547239451
gene-LOC111099224,0.571698023508876,0.50306349387204
gene-LOC111099225,0.356347691382749,0.729136199373795
gene-LOC111099226,0.248354062471997,0.360506203549036
gene-LOC111099227,0.392498377946392,0.716824481284442
gene-LOC111099228,0.580922222034868,1.53781636303146
gene-LOC111099229,0.500709424254674,1.23645890408191
gene-LOC111099230,0.766885151489808,1.19167179570081
gene-LOC111099246,0.903959156327431,1.37879728112
gene-LOC111099262,0.326829518343686,1.28854016823387
gene-LOC111099278,1.43377008429386,1.27562173541103
gene-LOC111099289,0.45466243667389,1.15740113193691
gene-LOC111099300,0.295973713847759,0.242550229875759
gene-LOC111099316,0.687053874303984,0.743617558447144
gene-LOC111099327,0.194920294258214,0.447164411883448
gene-LOC111099343,0.218701833485524,0.269112282907573
gene-LOC111099359,0.692415259418286,0.215544517242841
gene-LOC111099375,0.163865051462621,0.330505973090924
gene-LOC111099408,0.458131447035038,0.830116745481523
gene-LOC111099409,1.76579681625334,2.91681547239451
gene-LOC111099410,0.36152273157296,0.692589000996962
gene-LOC111099411,1.15458640174609,1.77251498641877
gene-LOC111099412,2.125,2.91681547239451
gene-LOC111099413,2.125,2.91681547239451
gene-LOC111099414,0.823908240279247,1.25484135016679
gene-LOC111099415,1.41982009345989,2.15970276645208
gene-LOC111099416,0.564013167100035,0.577109702165973
gene-LOC111099417,1.22855221186738,1.27836390162675
gene-LOC111099418,0.614844036831666,0.907586073851483
gene-LOC111099419,0.471832627753599,1.06067149338554
gene-LOC111099420,0.512269830426507,0.566313491676379
gene-LOC111099421,0.602584023303114,1.09959794256692
gene-LOC111099422,NA,2.91681547239451
gene-LOC111099423,0.599851480604401,2.91681547239451
gene-LOC111099424,0.569267021160033,0.417351482435348
gene-LOC111099425,NA,2.12918980688154
gene-LOC111099426,0.233341124356953,0.346701654158306
gene-LOC111099427,0.35750062894468,0.310941417043406
gene-LOC111099428,0.480675764063797,0.519678766505004
gene-LOC111099429,0.378292861276932,0.493780654476363
gene-LOC111099430,0.918056970424337,1.33088820628075
gene-LOC111099431,NA,2.91681547239451
gene-LOC111099432,0.867428038594332,2.60626194024041
gene-LOC111099433,1.35273121597298,1.14846334451558
gene-LOC111099434,0.64824345647686,0.715085536618614
gene-LOC111099435,2.125,NA
gene-LOC111099436,1.01843134848013,0.990296784095093
gene-LOC111099437,0.351672966682962,0.350272351268363
gene-LOC111099438,0.744085977571707,2.55205960623136
gene-LOC111099439,0.875287854166887,0.480639437189926
gene-LOC111099440,0.244661498265171,0.575599439592737
gene-LOC111099441,NA,NA
gene-LOC111099442,0.424547447579288,0.277769216659132
gene-LOC111099443,0.176714618299379,0.291381637759068
gene-LOC111099444,NA,2.91681547239451
gene-LOC111099445,0.532219964548369,1.44895623608693
gene-LOC111099446,0.177414059623635,0.239053142390158
gene-LOC111099447,0.649733592825483,1.24840957761516
gene-LOC111099448,0.589104561342243,1.43761133516989
gene-LOC111099449,0.580435645516046,1.16617828178172
gene-LOC111099450,0.340165684554187,0.682733595439981
gene-LOC111099451,0.792211969758002,1.20761620614372
gene-LOC111099452,NA,NA
gene-LOC111099453,0.397315462893842,1.37599462365397
gene-LOC111099454,0.957233532415519,0.503165894464904
gene-LOC111099455,0.581086461811236,1.7668776741679
gene-LOC111099456,NA,1.49016229367315
gene-LOC111099457,0.63611571804137,0.65645535898126
gene-LOC111099458,1.05993361730306,0.363356812968714
gene-LOC111099459,0.386982881506311,0.291005305566861
gene-LOC111099460,0.88079284079448,0.380465449132797
gene-LOC111099461,0.457916738415281,0.479657303552805
gene-LOC111099462,0.397559184859624,1.34106533527025
gene-LOC111099463,1.94161382742599,2.91681547239451
gene-LOC111099464,0.441560713383831,0.667457632077301
gene-LOC111099465,1.28476925862926,1.70497682451198
gene-LOC111099466,2.125,NA
gene-LOC111099467,0.169454780094852,0.880647551414624
gene-LOC111099468,0.340771913253626,0.89118982078696
gene-LOC111099469,0.387158087234365,1.34351999534272
gene-LOC111099470,0.342463218848026,0.342813924581064
gene-LOC111099471,0.224756801283432,0.167657146370721
gene-LOC111099472,2.125,2.91681547239451
gene-LOC111099473,0.790670649579177,2.91681547239451
gene-LOC111099474,0.72975032478733,0.90213546072791
gene-LOC111099475,0.673557460764595,2.91681547239451
gene-LOC111099476,0.352619987873231,1.06501499506207
gene-LOC111099477,0.436011750524259,0.396118987136093
gene-LOC111099478,0.306060248914935,0.287351078059091
gene-LOC111099479,0.271201596443194,0.376665283093136
gene-LOC111099480,0.468499668444672,2.91681547239451
gene-LOC111099481,0.499208583063991,0.213780598496177
gene-LOC111099482,1.30533801432108,1.91156539835055
gene-LOC111099483,0.118071540011409,0.218136482256464
gene-LOC111099484,0.568979408717468,0.263666624465169
gene-LOC111099485,0.648182333171045,1.17936637606453
gene-LOC111099486,NA,NA
gene-LOC111099487,0.464034120822459,0.974652997683201
gene-LOC111099488,NA,NA
gene-LOC111099489,0.442200769879261,0.784198840844485
gene-LOC111099490,0.553303190318608,0.513880404842305
gene-LOC111099491,2.125,2.91681547239451
gene-LOC111099492,0.438153241415952,0.806716423193436
gene-LOC111099493,1.27580003832542,2.91681547239451
gene-LOC111099494,0.551704551664811,0.752655077628637
gene-LOC111099495,1.34079309341835,2.06404362343876
gene-LOC111099496,0.651488331503417,0.242301274262746
gene-LOC111099497,1.50693772091852,NA
gene-LOC111099498,1.16326715747878,1.44072116140005
gene-LOC111099499,2.125,2.45344228428141
gene-LOC111099500,0.713616201084396,2.03020110325469
gene-LOC111099501,NA,2.91681547239451
gene-LOC111099502,0.299151397353356,0.424534477403992
gene-LOC111099503,0.455304925260919,1.63895103382849
gene-LOC111099504,0.732202445642558,1.84951232051295
gene-LOC111099505,0.857141128823573,1.67485156553331
gene-LOC111099506,1.25926316697477,1.12092277518712
gene-LOC111099507,0.477764015829232,1.14925923173289
gene-LOC111099508,1.24676402172621,2.91681547239451
gene-LOC111099509,0.73047005647118,1.10625662611197
gene-LOC111099510,0.78592610701146,2.91681547239451
gene-LOC111099511,0.512968477165784,0.219169634198472
gene-LOC111099512,NA,2.18245147711155
gene-LOC111099513,2.125,1.90950514054589
gene-LOC111099514,0.541075411611463,0.78310763631624
gene-LOC111099515,NA,2.20824772972983
gene-LOC111099516,2.125,1.67348865020974
gene-LOC111099517,0.0849433365620562,0.19398331826469
gene-LOC111099518,0.414603415482497,1.55564261032572
gene-LOC111099519,0.229026591900438,0.322076051167433
gene-LOC111099520,0.957499147907005,2.91681547239451
gene-LOC111099521,0.439147801618422,1.15672258124348
gene-LOC111099522,0.519245995547424,0.48159482913854
gene-LOC111099523,0.395327879244138,0.452599640461705
gene-LOC111099524,0.155965073753308,0.243692284849725
gene-LOC111099525,0.411926982388981,1.6281381373004
gene-LOC111099526,0.619272938679328,2.09306087117828
gene-LOC111099527,0.701029905015173,2.11174195847622
gene-LOC111099528,0.683793449513291,1.95185626668306
gene-LOC111099529,0.283823694971681,1.26431477329629
gene-LOC111099530,0.380571868874647,1.63674138680913
gene-LOC111099531,0.141886839306595,0.267134229053338
gene-LOC111099532,1.23000108470358,2.91681547239451
gene-LOC111099533,0.581605929506664,0.606695234469663
gene-LOC111099534,0.764148172189541,1.32310743237538
gene-LOC111099535,0.910958282050988,1.16287798402467
gene-LOC111099536,2.125,2.27916063423256
gene-LOC111099537,0.596494987798061,2.28249138063325
gene-LOC111099538,0.490988749265974,2.91681547239451
gene-LOC111099539,0.649772628746759,0.974110101123596
gene-LOC111099540,0.679578697908022,0.845866933677903
gene-LOC111099541,1.24259899358912,1.61419280224118
gene-LOC111099542,1.03420457179654,NA
gene-LOC111099543,0.861045145466305,1.18003989623609
gene-LOC111099544,0.901429483466944,0.348814589844978
gene-LOC111099545,0.478653933800763,0.865007443376872
gene-LOC111099546,NA,NA
gene-LOC111099547,0.269969785701874,0.907814920477385
gene-LOC111099548,0.304997425836992,0.309861731153613
gene-LOC111099549,1.51104595992083,0.982553995560641
gene-LOC111099550,0.797131257676426,1.72163817922019
gene-LOC111099551,0.714147742435256,1.27955319195974
gene-LOC111099552,0.221779811242463,0.213185733607499
gene-LOC111099553,0.56252856627723,0.581880470476803
gene-LOC111099554,1.36329319027172,1.93833575372524
gene-LOC111099555,0.69033747108111,0.569878261025343
gene-LOC111099556,2.125,2.37272945807247
gene-LOC111099557,0.122553882160478,0.316313568035853
gene-LOC111099558,0.718364166993517,1.96943419271652
gene-LOC111099559,1.22828670261431,NA
gene-LOC111099560,0.554769680518329,0.799672120096778
gene-LOC111099561,0.509464626651993,0.732252798315185
gene-LOC111099562,1.2165714403002,NA
gene-LOC111099563,1.69687055032836,1.70953926621064
gene-LOC111099564,1.22499858439964,1.58522936352882
gene-LOC111099565,0.602923086443869,0.754974272296157
gene-LOC111099566,0.446432016153463,0.843290592984359
gene-LOC111099567,0.530525581354089,0.603484754668801
gene-LOC111099568,2.125,2.91681547239451
gene-LOC111099569,0.28230017303546,1.74844799764391
gene-LOC111099570,0.790252250250219,0.900693374157884
gene-LOC111099571,0.235775025084393,0.378399928789826
gene-LOC111099572,0.792616875876416,0.448493400422091
gene-LOC111099573,0.42605175417519,0.176484953797513
gene-LOC111099574,0.591784195911124,2.91681547239451
gene-LOC111099575,1.44213174596701,1.9125383068014
gene-LOC111099576,0.48216909007658,0.95184233564698
gene-LOC111099577,1.25774419424688,1.14661241523505
gene-LOC111099578,0.641742156851233,1.08916432976247
gene-LOC111099579,0.600680000941562,1.2788886283004
gene-LOC111099580,0.306548945973418,0.187794081487548
gene-LOC111099581,2.125,2.91681547239451
gene-LOC111099582,0.287866558829809,0.21041606564713
gene-LOC111099583,2.08533776407106,0.988406365902849
gene-LOC111099584,0.197927636355167,0.19759689364325
gene-LOC111099585,0.929080121367569,0.493976727498944
gene-LOC111099586,1.23399258394677,NA
gene-LOC111099587,1.5482152285019,1.76647497978143
gene-LOC111099588,0.936538938262915,2.91681547239451
gene-LOC111099589,0.397087381137434,0.835759876855412
gene-LOC111099590,0.719665149050714,2.24987783855673
gene-LOC111099591,0.348555355227631,1.9335877140772
gene-LOC111099592,0.599712344039293,0.959719619722257
gene-LOC111099593,0.203491885050122,0.530149042990637
gene-LOC111099594,0.202666017327532,0.20056332492988
gene-LOC111099595,NA,NA
gene-LOC111099596,2.01344354968543,2.75919297293944
gene-LOC111099597,0.305665919288221,0.429421367829676
gene-LOC111099598,0.429070971325468,0.651474002597622
gene-LOC111099599,2.125,2.91681547239451
gene-LOC111099600,0.375282952620911,0.74894437867909
gene-LOC111099601,0.824937191741499,1.36261758327598
gene-LOC111099602,2.125,1.91555171062852
gene-LOC111099603,0.130171668220044,0.418153152295359
gene-LOC111099604,0.397056799720609,0.247863810373063
gene-LOC111099605,0.399194044384161,1.64443978181823
gene-LOC111099606,0.889492407693731,0.871365531893164
gene-LOC111099607,1.6235794826819,2.13667923045532
gene-LOC111099608,0.766547365782571,1.0998891556154
gene-LOC111099609,0.852428130052992,0.77396034176895
gene-LOC111099610,0.151062123924216,0.22245162199401
gene-LOC111099611,0.447956702986893,0.482288988186837
gene-LOC111099612,0.339096798145568,0.178711992500232
gene-LOC111099613,0.283340743930999,0.497492695224621
gene-LOC111099614,0.665622004511201,0.38558551080699
gene-LOC111099615,0.514193858106071,1.00559543750828
gene-LOC111099616,NA,1.78855452954839
gene-LOC111099617,0.181252857660868,0.255754888118301
gene-LOC111099618,1.49417472235813,2.91681547239451
gene-LOC111099619,1.25748369215274,NA
gene-LOC111099620,0.565388198037527,2.22572627036622
gene-LOC111099621,0.622643475119167,1.27652898177063
gene-LOC111099622,0.694599828368582,0.948403191919481
gene-LOC111099623,0.332293024453398,0.278056897258756
gene-LOC111099624,0.451191114137646,0.407735624317271
gene-LOC111099625,1.04300483235357,0.47394852582421
gene-LOC111099626,0.511872296559176,0.441959603034569
gene-LOC111099627,0.542972446124797,1.31648659951176
gene-LOC111099628,0.2507858520051,0.419869166176207
gene-LOC111099629,0.729569326995597,0.861252733412274
gene-LOC111099630,0.700729904587821,1.34751721107226
gene-LOC111099631,0.838694802708827,0.956243214812924
gene-LOC111099632,1.70416261437278,2.91681547239451
gene-LOC111099633,0.49434556727473,0.487202185917002
gene-LOC111099634,NA,2.91681547239451
gene-LOC111099635,1.23497457648423,0.828383598112838
gene-LOC111099636,2.125,NA
gene-LOC111099637,0.59930081895398,0.516917170438373
gene-LOC111099638,0.517043136072615,0.726605989577709
gene-LOC111099639,0.319432422861644,0.472990897671702
gene-LOC111099640,2.125,NA
gene-LOC111099641,1.55046650383929,1.57794769366843
gene-LOC111099642,0.395783010124424,0.633243219945298
gene-LOC111099643,0.352434174005097,0.778923322783899
gene-LOC111099644,NA,NA
gene-LOC111099645,0.319652021440907,0.46718800994033
gene-LOC111099646,1.14925010107607,1.76415980659835
gene-LOC111099647,2.125,NA
gene-LOC111099648,0.275580872544995,0.432069775530073
gene-LOC111099649,0.503121534122733,1.62970232013514
gene-LOC111099650,0.573070727941579,1.24976498132297
gene-LOC111099651,1.33029054770461,1.29103186960778
gene-LOC111099652,0.483395707474274,0.470390649034072
gene-LOC111099653,0.827823030473063,1.99225711932511
gene-LOC111099654,1.23726166780939,1.55700433916972
gene-LOC111099655,1.26332032199403,0.638878628206828
gene-LOC111099656,0.651998173171524,1.40396880205549
gene-LOC111099657,0.118968183658766,0.374669869159986
gene-LOC111099658,0.442539643171875,0.728225180187919
gene-LOC111099659,0.378983189489601,0.281050401874169
gene-LOC111099660,0.240700344942394,0.389888120636834
gene-LOC111099661,0.685449228573203,1.23714520718009
gene-LOC111099662,1.77007013212912,2.91681547239451
gene-LOC111099663,1.04714140456111,1.29414008624966
gene-LOC111099664,0.225341586648413,0.322820258341491
gene-LOC111099665,2.125,1.508470191089
gene-LOC111099666,0.356812482991803,0.500346880921212
gene-LOC111099667,NA,NA
gene-LOC111099668,0.721160575092896,1.27825852978728
gene-LOC111099669,0.635180721973693,0.675892687831243
gene-LOC111099670,0.52593155157312,0.260946006301232
gene-LOC111099671,0.163388701059803,2.11939386488929
gene-LOC111099672,0.572825923337709,0.844983928147872
gene-LOC111099673,NA,1.95026708846868
gene-LOC111099674,0.44650975425233,0.910387226414387
gene-LOC111099675,1.5815320791618,1.26531167597062
gene-LOC111099676,0.564816123792374,1.73810611772672
gene-LOC111099677,0.241220138883199,0.323643780609526
gene-LOC111099678,0.761886544493507,1.03340709204378
gene-LOC111099679,0.572083112714083,0.57429489996479
gene-LOC111099680,0.684212758039346,0.872135513581136
gene-LOC111099681,0.472016603791087,1.06440219414552
gene-LOC111099682,0.584523010098534,2.11120258350648
gene-LOC111099683,2.125,1.32399490936738
gene-LOC111099684,0.661982449603186,0.498454303957419
gene-LOC111099685,0.651589292129543,0.667921521136203
gene-LOC111099686,2.00055134105759,1.91682261248113
gene-LOC111099687,0.781655263444523,0.765456144278556
gene-LOC111099688,0.145836789226996,0.323251256425066
gene-LOC111099689,2.125,2.91681547239451
gene-LOC111099690,0.462945962392851,0.424775578596207
gene-LOC111099691,0.894665563263832,1.79682299383128
gene-LOC111099692,0.156070806555583,0.206875808950709
gene-LOC111099693,0.277740329051355,0.211456548490475
gene-LOC111099694,0.606082211316965,1.06342364158193
gene-LOC111099695,2.125,2.91681547239451
gene-LOC111099696,0.517328341942468,0.712187690856082
gene-LOC111099697,0.564526496788183,0.261217384228248
gene-LOC111099698,NA,2.91681547239451
gene-LOC111099699,1.2404886963981,1.69794176929409
gene-LOC111099700,0.562923877975061,0.377273910918486
gene-LOC111099701,0.283894075054839,0.613977634128947
gene-LOC111099702,0.387984455492454,0.583131963506287
gene-LOC111099703,0.974564774259549,1.59550876266028
gene-LOC111099704,1.08504947768523,1.3014595782955
gene-LOC111099705,NA,2.91681547239451
gene-LOC111099706,1.35095381863971,2.37714249815581
gene-LOC111099707,NA,NA
gene-LOC111099708,NA,NA
gene-LOC111099709,1.39865528483999,2.91681547239451
gene-LOC111099710,NA,NA
gene-LOC111099711,0.908323769700899,2.23686667964339
gene-LOC111099712,1.08093255756963,1.54682030938242
gene-LOC111099713,0.138304869461835,0.693572991329158
gene-LOC111099714,0.936332165309863,NA
gene-LOC111099715,0.387160393041055,1.33027241161043
gene-LOC111099716,0.59411570246215,1.15051373626053
gene-LOC111099717,0.471561541805073,0.594881098503594
gene-LOC111099718,0.459764356898508,1.45624393893031
gene-LOC111099719,1.3071165221195,NA
gene-LOC111099720,2.125,2.91681547239451
gene-LOC111099721,0.981119189787204,0.799962704092114
gene-LOC111099722,0.487883582312049,0.739065798541228
gene-LOC111099723,0.543979719877369,0.910779146627435
gene-LOC111099724,0.560293966260368,0.354205712085295
gene-LOC111099725,0.886932562574408,1.77393666502578
gene-LOC111099726,NA,NA
gene-LOC111099727,1.2490089614502,1.32066021722509
gene-LOC111099728,1.02647082930887,0.924541432072723
gene-LOC111099729,0.387103221389617,0.368632690493366
gene-LOC111099730,2.125,NA
gene-LOC111099731,0.359318737902019,0.39225378880406
gene-LOC111099732,0.519666301021257,2.43663118606107
gene-LOC111099733,0.905510671919167,1.54256576566337
gene-LOC111099734,0.419751893854699,0.865530306533511
gene-LOC111099735,0.340714122617583,0.301083459284796
gene-LOC111099736,0.373552484990701,0.390403867247609
gene-LOC111099737,0.16696691692963,0.269353894996053
gene-LOC111099738,0.418428481887505,0.703800274265995
gene-LOC111099739,0.498169376694584,0.402834381892413
gene-LOC111099740,0.579455603337861,0.598778304693568
gene-LOC111099741,1.35693676479765,0.330518695803784
