gene_ids,Treatment1_FPKM_Coeff_of_Var,Treatment2_FPKM_Coeff_of_Var,Treatment3_FPKM_Coeff_of_Var,Treatment4_FPKM_Coeff_of_Var
gene-LOC111099071,0.16691290498337,0.368381858248758,0.0942769948057355,0.407733059388733
gene-LOC111099072,0.633017042937648,1.29241872198684,0.492256583398129,1.27316826879234
gene-LOC111099073,0.241171393861657,0.541293672765178,0.327433439124075,0.22602573227927
gene-LOC111099074,0.674598133527014,2.91681547239451,1.1912209737178,2.91681547239451
gene-LOC111099075,0.470984772811166,1.66139805712531,0.415082807488368,2.38756795261675
gene-LOC111099076,0.575911567972855,1.04133093797349,0.528276806900359,1.07684635161188
gene-LOC111099077,0.510197073544148,0.83626334623225,0.47399837062291,0.588739618698487
gene-LOC111099078,2.125,2.34455648215885,1.95542270476181,NA
gene-LOC111099079,0.369602020746338,0.433629296685631,0.194097374539173,0.282437006632595
gene-LOC111099080,0.370069328426703,1.26767880253683,0.483484394646942,1.02999238431846
gene-LOC111099081,0.338592832281119,0.293418232298651,0.295498161757005,0.245525283543175
gene-LOC111099082,0.659788749000143,0.709808028907278,0.574058012346245,0.759537410483936
gene-LOC111099083,0.723751888341063,0.872461795932334,0.463426123209153,0.69226394080428
gene-LOC111099084,1.39768043157871,2.27120671106574,1.56898087649883,2.91681547239451
gene-LOC111099085,2.125,NA,1.748166035312,2.91681547239451
gene-LOC111099086,NA,NA,NA,2.91681547239451
gene-LOC111099087,0.588260480868705,2.21571370019557,0.425901829468528,2.13125095727762
gene-LOC111099088,0.471634356798654,1.27310413419875,0.245332502721667,2.06688082568741
gene-LOC111099089,1.54502072494724,NA,2.55155181539914,2.91681547239451
gene-LOC111099090,0.544441175061446,2.37104152366334,0.429920124624862,0.957397355615003
gene-LOC111099091,0.410313151513438,0.564108691291355,0.472538224894837,0.26502895681765
gene-LOC111099092,0.275210665190054,0.677375323445117,0.352402198538909,0.328195205216801
gene-LOC111099093,1.48973040860474,0.960719241796127,1.91035570573056,0.260212634495878
gene-LOC111099094,0.383185340996669,1.34915910749557,0.453671100365922,1.36543558895361
gene-LOC111099095,0.270214884999383,0.342854763551192,0.271529497331284,0.190148773929496
gene-LOC111099096,1.08442751346742,1.6862498093462,1.01473781090025,1.79868283083014
gene-LOC111099097,0.15576272527791,0.522773345814147,0.490622079639104,0.420928347068406
gene-LOC111099098,0.68129351781174,1.11389369788172,0.559254222604703,1.48505390085572
gene-LOC111099099,0.500914351857357,0.776980518769379,0.469778090155362,1.38482127311506
gene-LOC111099100,0.427842411034552,1.30050115166578,0.466831503411286,1.58641402567894
gene-LOC111099101,0.118013313554346,0.379693079116816,0.24061138786435,0.246837939523135
gene-LOC111099102,0.30779352433249,0.548977682994633,0.180109135433301,0.349331794866173
gene-LOC111099103,0.279277101534625,1.74393154460179,0.35216543133508,0.769842870301207
gene-LOC111099104,0.167791380562046,0.47082183312985,0.16474461266837,0.298664144624867
gene-LOC111099105,0.241195204683587,0.492768187872972,0.227831130446391,0.614969243023592
gene-LOC111099106,0.522044347563653,0.484594186615707,0.531870650596143,0.346676693815104
gene-LOC111099107,0.38888897049917,1.42460587701738,0.586898359974304,1.26292439215035
gene-LOC111099108,1.0120099008429,0.547342231745404,1.60800273358907,0.143934071839606
gene-LOC111099109,0.148566898511535,0.98761525194527,0.381535159772868,0.463624783303512
gene-LOC111099110,0.547007704185479,0.638170425005783,0.637992583328537,0.452354076009391
gene-LOC111099111,0.481462101756379,0.408518511192773,0.468675158487592,0.917291821805152
gene-LOC111099112,0.122275729874685,0.622238474553101,0.246049627710856,0.337803854624729
gene-LOC111099113,0.685482819927257,2.45787682060312,0.607840837526024,2.91681547239451
gene-LOC111099114,0.417765145462357,0.782010481179611,0.311697703161954,0.758817937782102
gene-LOC111099115,0.142512756865432,0.446749506670708,0.538752232276548,0.322209233057414
gene-LOC111099116,0.434601963303739,1.11512144840477,0.52933594475248,1.51340611557085
gene-LOC111099117,0.45915276240812,1.2779705701973,0.406708783199383,1.60629398126406
gene-LOC111099118,0.436524185555007,1.63576025802234,0.601891179447897,0.741609049925889
gene-LOC111099119,0.49402571104725,1.33819455313356,0.415169838148596,0.924226204193783
gene-LOC111099120,0.348628807396224,0.732855995434054,0.387794032863118,0.383505767179822
gene-LOC111099121,0.78789759022965,1.19354780547294,0.572111078575131,2.11617156851869
gene-LOC111099122,0.201240446401401,0.39227823731257,0.296845925619411,0.345908376937161
gene-LOC111099123,0.0726488831351598,0.533881995612159,0.714181955457204,0.428134797132955
gene-LOC111099124,0.382142365229427,1.09152730973208,0.428087853241009,0.408026460924447
gene-LOC111099125,0.504699645225125,0.351635808039055,0.307031740808317,0.406467675983839
gene-LOC111099126,1.72224467171906,NA,2.55155181539914,2.91681547239451
gene-LOC111099127,0.36663296560957,1.69929105829167,0.415197287618629,0.75529905758752
gene-LOC111099128,1.39388552369007,NA,2.28341250445302,NA
gene-LOC111099129,0.436059428052794,1.65550144902813,0.361351133812968,0.874616362219954
gene-LOC111099130,0.637301580282854,1.4377249642359,0.722591211158192,1.17552455007792
gene-LOC111099131,1.26966195106671,2.06641581125547,0.972797457236726,2.16459576846369
gene-LOC111099132,0.309943526822808,0.76629602390498,0.532553790833004,0.346071250282728
gene-LOC111099133,1.06096175249196,NA,1.40827173357898,1.14122048163551
gene-LOC111099134,2.125,1.4520288043204,1.46933008357598,2.91681547239451
gene-LOC111099135,1.15038612750916,0.541904131511102,0.674954374205712,1.47264020736063
gene-LOC111099136,0.206793844091881,0.467396446043337,0.513851298080506,0.628249841210457
gene-LOC111099137,0.779055021035093,1.50490724034357,2.02551418417492,1.63224036557179
gene-LOC111099138,0.437875541007005,0.765191288960335,0.498448465411146,0.820929919669889
gene-LOC111099139,0.556707802910706,1.04274198544253,0.460984887445088,1.36511334312721
gene-LOC111099140,0.35644361816678,0.530977573338494,0.401576813993543,0.369609255594003
gene-LOC111099141,0.62613959121727,0.842164172896992,0.646629480665442,0.92536443493078
gene-LOC111099142,0.369811610197559,1.13789457854713,0.805764034316108,1.67010344490263
gene-LOC111099143,1.10687241517615,0.478332129523124,0.97994422887825,0.145429609162406
gene-LOC111099144,0.982285538273442,2.91681547239451,1.05762885794751,NA
gene-LOC111099145,0.486117806602682,0.76380571629044,0.565960038899796,0.695412481010318
gene-LOC111099146,0.643804768557695,1.22372074300491,0.734773836808611,0.599163502564421
gene-LOC111099147,0.281466597614763,0.358108851051015,0.55614862617306,0.258877681493679
gene-LOC111099148,0.475154520525043,1.1224821370235,0.519715975722428,0.917304118595808
gene-LOC111099149,0.732823361893853,2.60707855118863,1.31160158325479,2.91681547239451
gene-LOC111099150,0.203037015774548,1.4295173416848,0.589219358030668,0.734645738559036
gene-LOC111099151,0.504344010632669,1.18316265608699,0.476815397690106,0.771402905846213
gene-LOC111099152,0.439385473317647,0.582084757101521,0.364477309978161,0.27515401305899
gene-LOC111099153,0.688685091068869,0.46715067828529,0.832020375643388,0.649451964077028
gene-LOC111099154,0.517478075500408,1.0771566106898,0.549439043595171,1.27415080679243
gene-LOC111099155,0.240614424453744,1.58436654188969,0.273452899905032,1.1107116316875
gene-LOC111099156,0.319903226772231,0.252669251950511,0.389244403072258,0.263527418746214
gene-LOC111099157,0.391929261916278,0.668710873608783,0.349343222957177,0.59609652858544
gene-LOC111099158,0.432654790167475,0.812396175975769,0.497791389457491,1.02253438283638
gene-LOC111099159,0.976555427741215,NA,0.681014724093619,NA
gene-LOC111099160,0.454683597083453,1.91374121253725,0.830094177881852,2.91681547239451
gene-LOC111099161,0.605815624097744,1.00209736470512,0.522289519270467,1.2453190854019
gene-LOC111099162,0.837089336105755,0.411628230085755,0.795498921177547,0.327145438463976
gene-LOC111099163,0.56331613536829,1.0880400370329,0.400204164575721,1.68067395563652
gene-LOC111099164,1.23628642526711,1.94490848810423,1.12481505459385,1.92630197431222
gene-LOC111099165,0.258127070803425,2.4923629699122,0.269810819528166,1.11159628302487
gene-LOC111099166,0.289239818321531,0.851902617342248,0.458070131170052,1.13790019434957
gene-LOC111099167,1.27092448245334,2.37684474371348,0.742164430907573,2.91681547239451
gene-LOC111099168,0.363700508868068,0.531770829124301,0.430750857709358,0.337741990940467
gene-LOC111099169,0.105572258233824,0.7737051675879,0.292410306128481,0.402417934379234
gene-LOC111099170,0.279977155079885,1.65573616802002,1.04660621054027,2.91681547239451
gene-LOC111099171,0.496102981267341,1.14071295654697,0.470818372533344,0.801278973046238
gene-LOC111099172,0.776005326375362,0.855641237761769,1.17825527958543,1.03405465766725
gene-LOC111099173,0.213900245070585,2.91681547239451,0.796816079666995,1.55555837609906
gene-LOC111099174,0.343538912485002,0.332206064886773,0.251468873757301,0.275949296090592
gene-LOC111099175,0.225993864858789,0.297670488324954,0.325515664733063,0.18804644015407
gene-LOC111099176,0.361549091426629,1.87858816757523,0.31540452654238,1.50128828780859
gene-LOC111099177,2.02007274212446,NA,1.9310813882586,NA
gene-LOC111099178,0.501621344864724,2.36661565622719,0.504662282680439,1.83344952576119
gene-LOC111099179,0.39116526888839,1.39733916924461,0.454503075450376,1.81884012517735
gene-LOC111099180,0.334905875411911,0.571688794934095,0.75932830719168,0.337252769997857
gene-LOC111099181,0.834502085394614,2.06772612886581,0.894252672319859,1.86617071170811
gene-LOC111099182,0.165224840680149,0.46053031575751,0.291743386419386,0.293891023850748
gene-LOC111099183,0.356732830558314,0.247226078817629,0.381938266724651,0.191739410007385
gene-LOC111099184,0.477318335702889,0.853803387585076,0.425791008867884,0.831399658846262
gene-LOC111099185,0.254986725374097,0.605036880973963,0.754497584526586,1.29781436786659
gene-LOC111099186,0.381235855699243,0.776510763934985,0.458271625053391,1.36604798055373
gene-LOC111099187,0.413565368640028,2.14390714407501,0.579340933149399,2.10057208069862
gene-LOC111099188,1.31299625931075,NA,0.626149255607116,2.91681547239451
gene-LOC111099189,0.932055352573427,0.976391996527983,0.476610485154107,1.14144387861264
gene-LOC111099190,0.381697571302973,1.99899818158557,0.581386655064802,1.5939414673194
gene-LOC111099191,0.583486513195778,2.47833953543069,0.531966405838599,1.58499763023384
gene-LOC111099192,0.400621044719566,0.45303055756988,0.468424107455076,0.277507224720167
gene-LOC111099193,0.507011187718219,1.01378142085224,0.441408802368111,1.40321562119345
gene-LOC111099194,0.28587938154224,0.860014439028361,0.214274064892587,0.982961349164566
gene-LOC111099195,0.544659387796543,2.90878466753744,0.403354973609607,1.39620802086682
gene-LOC111099196,0.608620824399823,0.517818556925395,0.4208130530334,0.213484139765142
gene-LOC111099197,0.876204301985483,0.666680396867521,0.609891226609431,0.596951461156647
gene-LOC111099198,0.72267665177321,2.91681547239451,0.624958121822543,2.91681547239451
gene-LOC111099199,0.645228804899186,2.38526089914528,0.483876799245955,1.20668292136701
gene-LOC111099200,0.455331457338778,0.213907079326339,0.491113608950869,0.306138182419183
gene-LOC111099201,0.931918742309144,0.6793507090399,0.593836171043248,1.17629470314485
gene-LOC111099202,0.658285016003871,0.763266533647415,0.527429129139961,0.940349239651641
gene-LOC111099203,0.196817871336217,0.348666706307861,0.285930443476174,0.233161665964408
gene-LOC111099204,1.46130403503033,NA,1.47937083394705,NA
gene-LOC111099205,1.69971968472748,1.43518146692058,2.09210496409281,1.79808931827742
gene-LOC111099206,0.786528177145177,0.702712922310749,0.542335618904904,0.42469269777561
gene-LOC111099207,0.41287500671732,1.23168502215471,0.527073935944532,1.16017696079069
gene-LOC111099208,0.576702550217728,1.59769352338906,0.493286116399079,1.51994821849357
gene-LOC111099209,1.42265427075582,0.478342688326765,1.64521144894115,0.336230295312331
gene-LOC111099210,0.168027504749068,1.47995683579191,1.0199301327679,0.60922790173314
gene-LOC111099211,0.144505044996071,0.343529623860105,0.310538486653884,0.446887576968615
gene-LOC111099212,0.419109455113325,0.245144198464051,0.401429655669022,0.251892621832189
gene-LOC111099213,0.450896086800414,1.13658488935737,0.41550782877735,0.798686114548178
gene-LOC111099214,0.742729570618727,0.574706352142034,0.432944738758135,0.971910256341466
gene-LOC111099215,0.582024367205397,0.567499676601275,0.16555587095687,0.49893529635163
gene-LOC111099216,0.181532586594181,0.264675793503711,0.358521717643764,0.130868131237304
gene-LOC111099217,0.641447517916122,0.900669288066274,0.465432753172632,0.516244022702984
gene-LOC111099218,0.38416024400203,0.473703626212598,0.443104995206849,0.324701257434966
gene-LOC111099219,0.172338871468235,0.238715944074631,0.304458274586663,0.14863383281725
gene-LOC111099220,0.202191971368015,0.346684769861549,0.416563516382213,0.107224632462296
gene-LOC111099221,0.202931860834008,0.265913670950922,0.284691115022036,0.346810811699138
gene-LOC111099222,0.120089829741253,0.555913067698628,0.249445186684521,0.622922495651657
gene-LOC111099223,2.125,1.89409274427137,1.45284440536553,2.91681547239451
gene-LOC111099224,0.571698023508876,0.837444330759782,0.48499287864018,0.50306349387204
gene-LOC111099225,0.356347691382749,0.669105117419204,0.47695304764739,0.729136199373795
gene-LOC111099226,0.248354062471997,0.512658305674716,0.253802163801917,0.360506203549036
gene-LOC111099227,0.392498377946392,0.415769114665543,0.940654554334989,0.716824481284442
gene-LOC111099228,0.580922222034868,2.39783548367655,0.456909363915694,1.53781636303146
gene-LOC111099229,0.500709424254674,1.07068791787914,0.534180381838084,1.23645890408191
gene-LOC111099230,0.766885151489808,1.56947114426262,0.74002698760141,1.19167179570081
gene-LOC111099246,0.903959156327431,2.46578110055065,1.05343693432088,1.37879728112
gene-LOC111099262,0.326829518343686,0.683926893927456,0.473570559721435,1.28854016823387
gene-LOC111099278,1.43377008429386,1.36123001841461,0.647864862295828,1.27562173541103
gene-LOC111099289,0.45466243667389,1.32639332170379,0.678368078533871,1.15740113193691
gene-LOC111099300,0.295973713847759,0.390225239540217,0.249327602655999,0.242550229875759
gene-LOC111099316,0.687053874303984,0.76247711552332,0.59837557028235,0.743617558447144
gene-LOC111099327,0.194920294258214,0.564140893369147,0.377730259259217,0.447164411883448
gene-LOC111099343,0.218701833485524,0.789846273668079,0.248567062009062,0.269112282907573
gene-LOC111099359,0.692415259418286,0.380337699853786,1.09755762461731,0.215544517242841
gene-LOC111099375,0.163865051462621,0.351097977325977,0.194201629765583,0.330505973090924
gene-LOC111099408,0.458131447035038,1.31672310959383,0.749025510494463,0.830116745481523
gene-LOC111099409,1.76579681625334,NA,0.857118095665723,2.91681547239451
gene-LOC111099410,0.36152273157296,0.604985376765003,0.414969126816483,0.692589000996962
gene-LOC111099411,1.15458640174609,1.46545847287806,1.41073343562732,1.77251498641877
gene-LOC111099412,2.125,NA,1.92621630009807,2.91681547239451
gene-LOC111099413,2.125,2.91681547239451,0.727065837166945,2.91681547239451
gene-LOC111099414,0.823908240279247,2.05518942609686,1.75702775769275,1.25484135016679
gene-LOC111099415,1.41982009345989,1.26985029266794,1.85456869270449,2.15970276645208
gene-LOC111099416,0.564013167100035,0.934225541478514,0.48527851693114,0.577109702165973
gene-LOC111099417,1.22855221186738,1.12983584945454,0.704911848884108,1.27836390162675
gene-LOC111099418,0.614844036831666,0.925268772580859,0.564448430497159,0.907586073851483
gene-LOC111099419,0.471832627753599,0.771979513709066,0.4900491548261,1.06067149338554
gene-LOC111099420,0.512269830426507,0.788201665051953,0.60757817695114,0.566313491676379
gene-LOC111099421,0.602584023303114,0.69398516434133,0.752448963632833,1.09959794256692
gene-LOC111099422,NA,2.91681547239451,NA,2.91681547239451
gene-LOC111099423,0.599851480604401,0.995602152674243,0.784759436914274,2.91681547239451
gene-LOC111099424,0.569267021160033,0.438762041539019,0.444728481638646,0.417351482435348
gene-LOC111099425,NA,2.91681547239451,NA,2.12918980688154
gene-LOC111099426,0.233341124356953,0.622564488480291,0.144433576717492,0.346701654158306
gene-LOC111099427,0.35750062894468,0.326245521587357,0.447224097797233,0.310941417043406
gene-LOC111099428,0.480675764063797,0.622824949844608,0.499981587896787,0.519678766505004
gene-LOC111099429,0.378292861276932,0.836758035667949,0.432645269122706,0.493780654476363
gene-LOC111099430,0.918056970424337,1.18988239155056,1.09185858376923,1.33088820628075
gene-LOC111099431,NA,2.69583848073726,NA,2.91681547239451
gene-LOC111099432,0.867428038594332,NA,1.10691190915331,2.60626194024041
gene-LOC111099433,1.35273121597298,1.91555792324378,1.37180808019657,1.14846334451558
gene-LOC111099434,0.64824345647686,1.33389608910613,0.961005214163003,0.715085536618614
gene-LOC111099435,2.125,NA,2.55155181539914,NA
gene-LOC111099436,1.01843134848013,1.63504700352685,0.988144430254896,0.990296784095093
gene-LOC111099437,0.351672966682962,0.41289427645922,0.145781442924292,0.350272351268363
gene-LOC111099438,0.744085977571707,1.2879843699046,0.468297051729642,2.55205960623136
gene-LOC111099439,0.875287854166887,0.792970609004489,1.05989862518161,0.480639437189926
gene-LOC111099440,0.244661498265171,0.75950695581525,0.501745583054727,0.575599439592737
gene-LOC111099441,NA,2.91681547239451,NA,NA
gene-LOC111099442,0.424547447579288,0.616095479172931,0.905283063486815,0.277769216659132
gene-LOC111099443,0.176714618299379,0.36465669394261,0.414931075171628,0.291381637759068
gene-LOC111099444,NA,NA,2.55155181539914,2.91681547239451
gene-LOC111099445,0.532219964548369,2.55922390710877,0.386721585758105,1.44895623608693
gene-LOC111099446,0.177414059623635,0.525211754973327,0.185986294984414,0.239053142390158
gene-LOC111099447,0.649733592825483,1.61577626462137,0.462662389624235,1.24840957761516
gene-LOC111099448,0.589104561342243,2.60009638372256,0.499661298397199,1.43761133516989
gene-LOC111099449,0.580435645516046,1.26145824405888,0.552166436334666,1.16617828178172
gene-LOC111099450,0.340165684554187,0.679785838720396,0.908875113729033,0.682733595439981
gene-LOC111099451,0.792211969758002,1.46081018608191,1.05916396223168,1.20761620614372
gene-LOC111099452,NA,NA,2.55155181539914,NA
gene-LOC111099453,0.397315462893842,0.968111498774188,0.394082713472318,1.37599462365397
gene-LOC111099454,0.957233532415519,0.827003120218179,0.289224805508094,0.503165894464904
gene-LOC111099455,0.581086461811236,1.4326355142952,0.5594680543048,1.7668776741679
gene-LOC111099456,NA,NA,NA,1.49016229367315
gene-LOC111099457,0.63611571804137,0.700760636204012,0.743728021059553,0.65645535898126
gene-LOC111099458,1.05993361730306,0.63703219659487,1.85192507633299,0.363356812968714
gene-LOC111099459,0.386982881506311,0.696893181280383,0.371932657952066,0.291005305566861
gene-LOC111099460,0.88079284079448,0.808641780450207,1.41957575001779,0.380465449132797
gene-LOC111099461,0.457916738415281,0.42444671945558,0.428189705837728,0.479657303552805
gene-LOC111099462,0.397559184859624,1.91911811182143,0.814361605026117,1.34106533527025
gene-LOC111099463,1.94161382742599,NA,0.814175138470886,2.91681547239451
gene-LOC111099464,0.441560713383831,2.07351206696115,0.455294555556428,0.667457632077301
gene-LOC111099465,1.28476925862926,1.98809645902922,1.64330814725257,1.70497682451198
gene-LOC111099466,2.125,2.91681547239451,2.55155181539914,NA
gene-LOC111099467,0.169454780094852,0.784376349856006,0.565666051810215,0.880647551414624
gene-LOC111099468,0.340771913253626,1.26811050502127,0.51477322981348,0.89118982078696
gene-LOC111099469,0.387158087234365,1.2702413155163,0.467143251758746,1.34351999534272
gene-LOC111099470,0.342463218848026,0.393754660714997,0.14289485513675,0.342813924581064
gene-LOC111099471,0.224756801283432,0.589907928327949,0.133478501053537,0.167657146370721
gene-LOC111099472,2.125,2.47443555202323,2.55155181539914,2.91681547239451
gene-LOC111099473,0.790670649579177,1.72880623450806,0.517199546636883,2.91681547239451
gene-LOC111099474,0.72975032478733,0.83215760073802,0.577837568640501,0.90213546072791
gene-LOC111099475,0.673557460764595,1.49311866697029,0.481260762435993,2.91681547239451
gene-LOC111099476,0.352619987873231,2.24313695488205,0.524209170158904,1.06501499506207
gene-LOC111099477,0.436011750524259,1.61031086594381,0.473387286787807,0.396118987136093
gene-LOC111099478,0.306060248914935,0.239066984640103,0.329254873122713,0.287351078059091
gene-LOC111099479,0.271201596443194,0.788451790235085,0.460516549417193,0.376665283093136
gene-LOC111099480,0.468499668444672,2.05613055572864,0.895080548261816,2.91681547239451
gene-LOC111099481,0.499208583063991,0.34214226218332,0.423528647398691,0.213780598496177
gene-LOC111099482,1.30533801432108,NA,1.76444143413321,1.91156539835055
gene-LOC111099483,0.118071540011409,0.350447322255198,0.0880610726722627,0.218136482256464
gene-LOC111099484,0.568979408717468,0.384885628640098,0.576613124675764,0.263666624465169
gene-LOC111099485,0.648182333171045,1.20819278897041,1.31573994229564,1.17936637606453
gene-LOC111099486,NA,NA,2.55155181539914,NA
gene-LOC111099487,0.464034120822459,1.81894078801178,0.662329397893419,0.974652997683201
gene-LOC111099488,NA,NA,2.55155181539914,NA
gene-LOC111099489,0.442200769879261,1.72641191014642,0.52416013332431,0.784198840844485
gene-LOC111099490,0.553303190318608,0.661244614775385,0.684265400422391,0.513880404842305
gene-LOC111099491,2.125,NA,2.55155181539914,2.91681547239451
gene-LOC111099492,0.438153241415952,0.754202534197676,0.40945484634704,0.806716423193436
gene-LOC111099493,1.27580003832542,NA,0.916464566689415,2.91681547239451
gene-LOC111099494,0.551704551664811,0.997875283838586,0.481289931717162,0.752655077628637
gene-LOC111099495,1.34079309341835,2.64810445134358,0.829975061291086,2.06404362343876
gene-LOC111099496,0.651488331503417,0.481026328441014,0.341339541408917,0.242301274262746
gene-LOC111099497,1.50693772091852,2.28195636048257,0.651974019357605,NA
gene-LOC111099498,1.16326715747878,2.35848105998651,0.6418243456583,1.44072116140005
gene-LOC111099499,2.125,NA,1.19518899035932,2.45344228428141
gene-LOC111099500,0.713616201084396,1.53258353596014,0.560228046474974,2.03020110325469
gene-LOC111099501,NA,NA,NA,2.91681547239451
gene-LOC111099502,0.299151397353356,0.455835466528604,0.229228554162006,0.424534477403992
gene-LOC111099503,0.455304925260919,1.737282828624,0.498609888532583,1.63895103382849
gene-LOC111099504,0.732202445642558,2.00965956327687,0.840396168149974,1.84951232051295
gene-LOC111099505,0.857141128823573,1.36559518915421,0.746504474890857,1.67485156553331
gene-LOC111099506,1.25926316697477,1.97223046598173,1.16312823379213,1.12092277518712
gene-LOC111099507,0.477764015829232,1.54233580900062,0.70372165724604,1.14925923173289
gene-LOC111099508,1.24676402172621,2.36355957013545,2.51067129886232,2.91681547239451
gene-LOC111099509,0.73047005647118,1.1408091023391,0.412514992901936,1.10625662611197
gene-LOC111099510,0.78592610701146,2.77452228803441,2.55155181539914,2.91681547239451
gene-LOC111099511,0.512968477165784,0.304413080288242,0.423931236959156,0.219169634198472
gene-LOC111099512,NA,NA,1.20134532999679,2.18245147711155
gene-LOC111099513,2.125,2.00653432677476,1.13898850557943,1.90950514054589
gene-LOC111099514,0.541075411611463,2.28565581747762,0.469295082188056,0.78310763631624
gene-LOC111099515,NA,2.91681547239451,2.29918613480839,2.20824772972983
gene-LOC111099516,2.125,1.54271648586485,1.18628293617046,1.67348865020974
gene-LOC111099517,0.0849433365620562,0.366865497110125,0.103742027884872,0.19398331826469
gene-LOC111099518,0.414603415482497,2.01587051385363,0.402684061041168,1.55564261032572
gene-LOC111099519,0.229026591900438,0.198145779546988,0.424786083053411,0.322076051167433
gene-LOC111099520,0.957499147907005,NA,0.962072170034401,2.91681547239451
gene-LOC111099521,0.439147801618422,1.22935892818335,0.469862519533634,1.15672258124348
gene-LOC111099522,0.519245995547424,1.10533125084098,0.311817747271728,0.48159482913854
gene-LOC111099523,0.395327879244138,0.840222316112552,0.258615493272003,0.452599640461705
gene-LOC111099524,0.155965073753308,0.432543348028128,0.246839547663731,0.243692284849725
gene-LOC111099525,0.411926982388981,1.43723825275668,0.761368369150867,1.6281381373004
gene-LOC111099526,0.619272938679328,1.16508700085351,0.581600303656158,2.09306087117828
gene-LOC111099527,0.701029905015173,2.91681547239451,0.572386142076853,2.11174195847622
